sample_name_abbreviation,time_point,met_id,fragment_formula,C_pos,scan_type,theoretical,,,,,,,,,,,,,,measured,,,,,,,,,,,,,,measured_cv,,,,,,,,,,,,,,abs_difference,,,,,,,,,,,,,
,,,,,,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13
MRMQC,0,fdp,C4H7O4-,"[False, True, True, True, True, False]",EPI,1,0.046,0.009,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,g6p,C6H12O9P-,"[True, True, True, True, True, True]",EPI,1,0.07,0.021,0.001,0,0,0,,,,,,,,1,0.422,0,0,0,0,0,,,,,,,,0,97.683,0,0,0,0,0,,,,,,,,0,-0.352,0.021,0.001,0,0,0,,,,,,,
MRMQC,0,g6p,C4H8O7P-,"[False, False, True, True, True, True]",EPI,1,0.047,0.015,0.001,0,,,,,,,,,,1,0.069,0,0,0,,,,,,,,,,0,3.225,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,g6p,C3H6O6P-,"[False, False, False, True, True, True]",EPI,1,0.035,0.013,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,g6p,C2H4O5P-,"[False, False, False, False, True, True]",EPI,1,0.024,0.01,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glu-L,C5H8NO4-,"[True, True, True, True, True]",EPI,1,0.06,0.01,0.001,0,0,,,,,,,,,1,0.068,0.009,0,0,0,,,,,,,,,0,6.969,4.566,0,0,0,,,,,,,,,0,-0.008,0.001,0.001,0,0,,,,,,,,
MRMQC,0,glu-L,C5H6NO3-,"[True, True, True, True, True]",EPI,1,0.06,0.008,0,0,0,,,,,,,,,1,0.07,0.011,0,0,0,,,,,,,,,0,6.664,11.264,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glu-L,C4H8NO2-,"[True, True, True, True, False]",EPI,1,0.049,0.005,0,0,,,,,,,,,,1,0.069,0.012,0,0,,,,,,,,,,0,7.209,23.013,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glu-L,C3H6NO2-,"[True, True, True, False, False]",EPI,1,0.038,0.005,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glx,C2HO3-,"[True, True]",EPI,1,0.023,0.006,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,1,0.023,0.006,,,,,,,,,,,
MRMQC,0,glx,CHO2-,"[True, False]",EPI,1,0.012,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glyc3p,C3H8O6P-,"[True, True, True]",EPI,1,0.036,0.013,0,,,,,,,,,,,1,0.045,0.016,0,,,,,,,,,,,0,10.895,13.628,0,,,,,,,,,,,0,-0.009,-0.003,0,,,,,,,,,,
MRMQC,0,glyc3p,C3H4O2P,"[True, True, True]",EPI,1,0.034,0.005,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glyclt,C2H3O3-,"[True, True]",EPI,1,0.023,0.006,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0.023,0.006,,,,,,,,,,,
MRMQC,0,glyclt,CHO2-,"[True, False]",EPI,1,0.012,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glyclt,CH3O2-,"[True, False]",EPI,1,0.012,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,gtp,C10H15N5O14P3-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.134,0.037,0.004,0.001,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,1,0.134,0.037,0.004,0.001,0,0,0,0,0,,,,
MRMQC,0,gtp,C5H4N5O-,"[False, False, False, False, False, True, True, True, True, True]",EPI,1,0.073,0.004,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,gtp,C10H14N5O11P2-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.132,0.031,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,gtp,C10H12N5O10P2-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.132,0.029,0.003,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,gtp,C10H11N5O7P-,"[True, True, True, True, True, True, True, True, True, True]",EPI,1,0.131,0.022,0.002,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
MRMQC,0,icit,C6H7O7-,"[True, True, True, True, True, True]",EPI,1,0.068,0.016,0.001,0,0,0,,,,,,,,1,0.088,0.01,0,0,0,0,,,,,,,,0,17.304,2.661,0,0,0,0,,,,,,,,0,-0.02,0.006,0.001,0,0,0,,,,,,,
MRMQC,0,icit,C6H5O6-,"[True, True, True, True, True, True]",EPI,1,0.068,0.014,0.001,0,0,0,,,,,,,,1,0.247,0.01,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,icit,C5H3O3-,"[True, True, True, True, True, False]",EPI,1,0.056,0.007,0,0,0,,,,,,,,,1,0.083,0.007,0,0,0,,,,,,,,,0,15.214,32.407,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,icit,C3HO3-,"[True, True, True, False, False, False]",EPI,1,0.034,0.007,0,,,,,,,,,,,0,0,0,1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,icit,C3H5O2-,"[False, False, True, True, True, False]",EPI,1,0.034,0.005,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,mal-L,C4H5O5-,"[True, True, True, True]",EPI,1,0.046,0.011,0,0,,,,,,,,,,1,0.013,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0.032,0.011,0,0,,,,,,,,,
MRMQC,0,mal-L,C4H3O4-,"[True, True, True, True]",EPI,1,0.045,0.009,0,0,,,,,,,,,,1,0.016,0,0,0,,,,,,,,,,0,61.095,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,mal-L,C3H303-,"[False, True, True, True]",EPI,1,0.067,0.002,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,mal-L,C2H3O3-,"[True, True, False, False]",EPI,1,0.023,0.006,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,met-L,C5H10NO2S-,"[True, True, True, True, True]",EPI,1,0.068,0.051,0.003,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1,0.068,0.051,0.003,0,0,,,,,,,,
MRMQC,0,met-L,CH3S-,"[False, False, False, False, True]",EPI,1,0.019,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,pep,C3H4O6P-,"[True, True, True]",EPI,1,0.035,0.013,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0.035,0.013,0,,,,,,,,,,
MRMQC,0,Pool_2pg_3pg,C3H6O7P-,"[True, True, True]",EPI,1,0.036,0.015,0.001,,,,,,,,,,,1,0.033,0,0,,,,,,,,,,,0,4.674,0,0,,,,,,,,,,,0,0.003,0.015,0.001,,,,,,,,,,
MRMQC,0,Pool_2pg_3pg,C2H6O5P-,"[False, True, True]",EPI,1,0.024,0.01,,,,,,,,,,,,1,0.516,0,,,,,,,,,,,,0,93.909,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,pyr,C3H3O3-,"[True, True, True]",EPI,1,0.034,0.007,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0.034,0.007,0,,,,,,,,,,
MRMQC,0,pyr,C2H3O,"[False, True, True]",EPI,1,0.022,0.002,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,r5p,C5H10O8P-,"[True, True, True, True, True]",EPI,1,0.058,0.018,0.001,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,1,0.058,0.018,0.001,0,0,,,,,,,,
MRMQC,0,r5p,C2H4O5P-,"[False, False, False, True, True]",EPI,1,0.024,0.01,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,s7p,C7H14O10P-,"[True, True, True, True, True, True, True]",EPI,1,0.081,0.023,0.002,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,0.081,0.023,0.002,0,0,0,0,,,,,,
MRMQC,0,s7p,C7H9O5-,"[True, True, True, True, True, True, True]",EPI,1,0.079,0.013,0.001,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MRMQC,0,s7p,C7H11O6-,"[True, True, True, True, True, True, True]",EPI,1,0.079,0.015,0.001,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
MRMQC,0,s7p,C5H9O4-,"[False, False, True, True, True, True, True]",EPI,1,0.057,0.01,0,0,0,,,,,,,,,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,s7p,C4H8O7P-,"[False, False, False, True, True, True, True]",EPI,1,0.047,0.015,0.001,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,succ,C4H5O4-,"[True, True, True, True]",EPI,1,0.045,0.009,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0.045,0.009,0,0,,,,,,,,,
MRMQC,0,thr-L,C4H8NO3-,"[True, True, True, True]",EPI,1,0.049,0.007,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,1,0.049,0.007,0,0,,,,,,,,,
MRMQC,0,thr-L,C4H5O3-,"[True, True, True, True]",EPI,1,0.045,0.007,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,thr-L,C2H4NO2-,"[True, True, False, False]",EPI,1,0.027,0.004,,,,,,,,,,,,0,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,ump,C9H12N2O9P-,"[True, True, True, True, True, True, True, True, True]",EPI,1,0.11,0.024,0.002,0,0,0,0,0,0,,,,,1,0.145,0,0,0,0,0,0,0,0,,,,,0,6.899,0,0,0,0,0,0,0,0,,,,,0,-0.035,0.024,0.002,0,0,0,0,0,0,,,,
MRMQC,0,ump,C9H9N2O6-,"[True, True, True, True, True, True, True, True, True]",EPI,1,0.108,0.018,0.001,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
MRMQC,0,ump,C4H3N2O2-,"[False, False, False, False, False, True, True, True, True]",EPI,1,0.052,0.005,0,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,6pgc,C6H12O10P-,"[True, True, True, True, True, True]",MRM,1,0.07,0.023,0.001,0,0,0,,,,,,,,1,0.082,0,0,0,0,0,,,,,,,,0,9.673,0,0,0,0,0,,,,,,,,0,-0.011,0.023,0.001,0,0,0,,,,,,,
MRMQC,0,accoa,C23H37N7O17P3S-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",MRM,1,0.293,0.122,0.027,0.006,0.001,0,0,0,0,0,0,0,0,1,0.508,0.216,0.048,0.01,0,0,0,0,0,0,0,0,0,0,0.462,6.657,16.751,20.108,0,0,0,0,0,0,0,0,0,0,-0.214,-0.094,-0.021,-0.004,0.001,0,0,0,0,0,0,0,0
MRMQC,0,acon-C,C6H5O6-,"[True, True, True, True, True, True]",MRM,1,0.068,0.014,0.001,0,0,0,,,,,,,,1,0.067,0.02,0.001,0,0,0,,,,,,,,0,1.695,16.82,19.625,0,0,0,,,,,,,,0,0,-0.006,-0.001,0,0,0,,,,,,,
MRMQC,0,acon-C,C5H5O4-,"[True, True, True, True, True, False]",MRM,1,0.056,0.01,0,0,0,,,,,,,,,1,0.056,0.019,0,0,0,,,,,,,,,0,1.814,18.336,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,akg,C5H5O5-,"[True, True, True, True, True]",MRM,1,0.057,0.012,0.001,0,0,,,,,,,,,1,0.043,0,0,0,0,,,,,,,,,0,21.529,0,0,0,0,,,,,,,,,0,0.013,0.012,0.001,0,0,,,,,,,,
MRMQC,0,akg,C4H5O3-,"[False, True, True, True, True]",MRM,1,0.045,0.007,0,0,,,,,,,,,,1,0.035,0,0,0,,,,,,,,,,0,26.657,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,amp,C10H13N5O7P-,"[True, True, True, True, True, True, True, True, True, True]",MRM,1,0.131,0.022,0.002,0,0,0,0,0,0,,,,,1,0.167,0,0,0,0,0,0,0,0,0,,,,0,2.905,0,0,0,0,0,0,0,0,0,,,,0,-0.036,0.022,0.002,0,0,0,0,0,0,,,,
MRMQC,0,asp-L,C4H6NO4-,"[True, True, True, True]",MRM,1,0.049,0.009,0,0,,,,,,,,,,1,0.039,0.004,0,0.001,,,,,,,,,,0,10.431,31.161,0,0,,,,,,,,,,0,0.01,0.005,0,-0.001,,,,,,,,,
MRMQC,0,asp-L,C3H6NO2-,"[True, True, True, False]",MRM,1,0.038,0.005,0,,,,,,,,,,,1,0.028,0.004,0.001,,,,,,,,,,,0,13.888,31.232,0,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,atp,C10H15N5O13P3-,"[True, True, True, True, True, True, True, True, True, True]",MRM,1,0.133,0.035,0.004,0.001,0,0,0,0,0,,,,,1,0.143,0.027,0.002,0.004,0,0,0,0,0,0,,,,0,5.456,14.402,18.843,29.678,0,0,0,0,0,0,,,,0,-0.01,0.008,0.002,-0.003,0,0,0,0,0,,,,
MRMQC,0,fad,C27H32N9O15P2-,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",MRM,1,0.335,0.085,0.016,0.003,0,0,0,0,0,0,,,,0.942,0.97,0.379,0,0,0,0,0,0,0,0,0,0,0,4.393,4.416,10.14,0,0,0,0,0,0,0,0,0,0,0,0.058,-0.635,-0.294,0.016,0.003,0,0,0,0,0,0,,,
MRMQC,0,fdp,C6H13O12P2-,"[True, True, True, True, True, True]",MRM,1,0.071,0.027,0.002,0,0,0,,,,,,,,1,0.077,0.019,0,0,0,0,,,,,,,,0,8.308,11.045,0,0,0,0,,,,,,,,0,-0.006,0.007,0.002,0,0,0,,,,,,,
MRMQC,0,g1p,C6H12O9P-,"[True, True, True, True, True, True]",MRM,1,0.07,0.021,0.001,0,0,0,,,,,,,,1,0.091,0,0,0,0,0,,,,,,,,0,11.887,0,0,0,0,0,,,,,,,,0,-0.021,0.021,0.001,0,0,0,,,,,,,
MRMQC,0,g6p,C6H12O9P-,"[True, True, True, True, True, True]",MRM,1,0.07,0.021,0.001,0,0,0,,,,,,,,1,0.069,0,0,0,0,0,,,,,,,,0,3.225,0,0,0,0,0,,,,,,,,0,0.001,0.021,0.001,0,0,0,,,,,,,
MRMQC,0,glu-L,C5H8NO4-,"[True, True, True, True, True]",MRM,1,0.06,0.01,0.001,0,0,,,,,,,,,1,0.07,0.009,0,0,0,,,,,,,,,0,6.842,4.566,0,0,0,,,,,,,,,0,-0.01,0.001,0.001,0,0,,,,,,,,
MRMQC,0,glu-L,C5H6NO3-,"[True, True, True, True, True]",MRM,1,0.06,0.008,0,0,0,,,,,,,,,1,0.07,0.009,0,0,0,,,,,,,,,0,6.842,4.566,0,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glx,CHO2-,"[True, False]",MRM,1,0.012,,,,,,,,,,,,,1,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,glyc3p,C3H8O6P-,"[True, True, True]",MRM,1,0.036,0.013,0,,,,,,,,,,,1,0.045,0.016,0,,,,,,,,,,,0,10.895,13.628,0,,,,,,,,,,,0,-0.009,-0.003,0,,,,,,,,,,
MRMQC,0,glyclt,C2H3O3-,"[True, True]",MRM,1,0.023,0.006,,,,,,,,,,,,1,0.027,0,,,,,,,,,,,,0,8.395,0,,,,,,,,,,,,0,-0.004,0.006,,,,,,,,,,,
MRMQC,0,glyclt,CH3O2-,"[True, False]",MRM,1,0.012,,,,,,,,,,,,,1,0.012,,,,,,,,,,,,,0,20.234,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,icit,C6H7O7-,"[True, True, True, True, True, True]",MRM,1,0.068,0.016,0.001,0,0,0,,,,,,,,1,0.076,0.01,0.001,0,0,0,,,,,,,,0,4.708,2.661,11.126,0,0,0,,,,,,,,0,-0.007,0.006,0,0,0,0,,,,,,,
MRMQC,0,icit,C5H3O3-,"[True, True, True, True, True, False]",MRM,1,0.056,0.007,0,0,0,,,,,,,,,1,0.062,0.009,0,0,0,,,,,,,,,0,5.216,2.359,13.187,0,0,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,mal-L,C4H5O5-,"[True, True, True, True]",MRM,1,0.046,0.011,0,0,,,,,,,,,,1,0.044,0.008,0,0,,,,,,,,,,0,8.247,6.164,19.459,0,,,,,,,,,,0,0.002,0.003,0,0,,,,,,,,,
MRMQC,0,mal-L,C4H3O4-,"[True, True, True, True]",MRM,1,0.045,0.009,0,0,,,,,,,,,,1,0.044,0.008,0,0,,,,,,,,,,0,8.247,6.164,19.459,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,met-L,C5H10NO2S-,"[True, True, True, True, True]",MRM,1,0.068,0.051,0.003,0,0,,,,,,,,,1,0.084,0,0,0,0,,,,,,,,,0,9.233,0,0,0,0,,,,,,,,,0,-0.016,0.051,0.003,0,0,,,,,,,,
MRMQC,0,met-L,CH3S-,"[False, False, False, False, True]",MRM,1,0.019,,,,,,,,,,,,,1,0.028,,,,,,,,,,,,,0,26.465,,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,pep,C3H4O6P-,"[True, True, True]",MRM,1,0.035,0.013,0,,,,,,,,,,,1,0.025,0,0,,,,,,,,,,,0,22.573,0,0,,,,,,,,,,,0,0.01,0.013,0,,,,,,,,,,
MRMQC,0,Pool_2pg_3pg,C3H6O7P-,"[True, True, True]",MRM,1,0.036,0.015,0.001,,,,,,,,,,,1,0.033,0,0,,,,,,,,,,,0,4.332,0,0,,,,,,,,,,,0,0.002,0.015,0.001,,,,,,,,,,
MRMQC,0,pyr,C3H3O3-,"[True, True, True]",MRM,1,0.034,0.007,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,0,0.034,0.007,0,,,,,,,,,,
MRMQC,0,ru5p-D,C5H10O8P-,"[True, True, True, True, True]",MRM,1,0.058,0.018,0.001,0,0,,,,,,,,,1,0.068,0,0,0,0,,,,,,,,,0,35.734,0,0,0,0,,,,,,,,,0,-0.01,0.018,0.001,0,0,,,,,,,,
MRMQC,0,s7p,C7H14O10P-,"[True, True, True, True, True, True, True]",MRM,1,0.081,0.023,0.002,0,0,0,0,,,,,,,1,0.099,0.046,0,0,0,0,0,,,,,,,0,10.657,13.242,0,0,0,0,0,,,,,,,0,-0.018,-0.022,0.002,0,0,0,0,,,,,,
MRMQC,0,ser-L,C2H4NO2-,"[True, True, False]",MRM,1,0.027,0.004,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,skm,C7H9O5-,"[True, True, True, True, True, True, True]",MRM,1,0.079,0.013,0.001,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,0.079,0.013,0.001,0,0,0,0,,,,,,
MRMQC,0,skm,C6H5O-,"[False, True, True, True, True, True, True]",MRM,1,0.066,0.004,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,succ,C4H5O4-,"[True, True, True, True]",MRM,1,0.045,0.009,0,0,,,,,,,,,,1,0.048,0,0,0,,,,,,,,,,0,7.551,0,0,0,,,,,,,,,,0,-0.003,0.009,0,0,,,,,,,,,
MRMQC,0,succ,C4H3O3-,"[True, True, True, True]",MRM,1,0.045,0.007,0,0,,,,,,,,,,1,0.048,0,0,0,,,,,,,,,,0,7.551,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,thr-L,C2H4NO2-,"[True, True, False, False]",MRM,1,0.027,0.004,,,,,,,,,,,,1,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
MRMQC,0,ump,C9H12N2O9P-,"[True, True, True, True, True, True, True, True, True]",MRM,1,0.11,0.024,0.002,0,0,0,0,0,0,,,,,1,0.145,0,0,0,0,0,0,0,0,,,,,0,6.899,0,0,0,0,0,0,0,0,,,,,0,-0.035,0.024,0.002,0,0,0,0,0,0,,,,
