mapping_id,rxn_id,rxn_description,used_,reactants_elements_tracked,products_elements_tracked,comments_,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
central02,SUCOAS,,TRUE,C,C,individual,0.5*succ_c+0.5*succ_c,abcd+dcba,1*succoa_c,abcd
central02,SUCOAS_reverse_coa,,FALSE,C,C,individual,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd,1*coa_c+0.5*succ_c+0.5*succ_c,ABCDEFGHIJKLMNOPQRSTU+abcd+dcba
central02,SUCOAS_reverse,,TRUE,C,C,individual,1*succoa_c,abcd,0.5*succ_c+0.5*succ_c,abcd+dcba
central02,TALA,,TRUE,C,C,individual,1*g3p_c+1*s7p_c,abc+defghij,1*e4p_c+1*f6p_c,ghij+defabc
central02,TALA_reverse,,TRUE,C,C,individual,1*e4p_c+1*f6p_c,ghij+defabc,1*g3p_c+1*s7p_c,abc+defghij
central02,AKGDH_coa,,FALSE,C,C,individual,1*akg_c+1*coa_c,abcde+ABCDEFGHIJKLMNOPQRSTU,1*co2_c+1*succoa_c,a+ABCDEFGHIJKLMNOPQRSTUbcde
central02,AKGDH,,TRUE,C,C,individual,1*akg_c,abcde,1*co2_c+1*succoa_c,a+bcde
central02,ADCL,,TRUE,C,C,added THFSYN,1*4adcho_c,abcdefghij,1*pyr_c+1*4abz_c,ihj+abcdefg
central02,ADCS,,TRUE,C,C,added THFSYN,1*chor_c+1*gln_DASH_L_c,abcdefghij+klmno,1*glu_DASH_L_c+1*4adcho_c,klmno+abcdefghij
central02,DHFR,,TRUE,C,C,added THFSYN,,,,
central02,DHFR_reverse,,TRUE,C,C,added THFSYN,,,,
central02,DHFS,,TRUE,C,C,added THFSYN,1*dhpt_c+1*glu_DASH_L_c,abcdefghijklmn+opqrs,1*dhf_c,abcdefghijklmnopqrs
central02,DHNPA2r,,TRUE,C,C,added THFSYN,1*dhnpt_c,abcdefghi,1*6hmhpt_c+1*gcald_c,abcfghi+de
central02,DHPS2,,TRUE,C,C,added THFSYN,1*6hmhptpp_c+1*4abz_c,abcdefg+hijklmn,1*dhpt_c,abcdefghijklmn
central02,DNMPPA,,TRUE,C,C,added THFSYN,1*dhpmp_c,abcdefghi,1*dhnpt_c,abcdefghi
central02,DNTPPA,,TRUE,C,C,added THFSYN,1*ahdt_c,abcdefghi,1*dhpmp_c,abcdefghi
central02,GCALDD,,TRUE,C,C,added THFSYN,1*gcald_c,ab,1*glyclt_c,ab
central02,GTPCI,,TRUE,C,C,added THFSYN,1*gtp_c,abcdefghij,1*for_c+1*ahdt_c,j+abcdefghi
central02,HPPK2,,TRUE,C,C,added THFSYN,1*6hmhpt_c,abcdefg,1*6hmhptpp_c,abcdefg
central02,THFSYN,"[GTPCI,DNTPPA,DNMPPA,DHNPA2r,HPPK2,ADCS,ADCL,DHPS2,DHFS]",TRUE,C,C,combo,1*gln_DASH_L_c+1*gtp_c+1*chor_c,abcde+qrstu6789f+ghijklmnop,1*for_c+1*gcald_c+1*pyr_c,f+tu+onp
central02,THFSYN_Test,"[GTPCI,DNTPPA,DNMPPA,DHNPA2r,HPPK2,ADCS,ADCL,DHPS2,DHFS]",TRUE,C,C,combo,1*glu_DASH_L_c+1*gtp_c+1*chor_c+1*gln_DASH_L_c,abcde+qrstu6789f+ghijklmnop+ABCDE,1*for_c+1*gcald_c+1*pyr_c+1*glu_DASH_L_c,f+tu+onp+ABCDE
central02,THRAi,,TRUE,C,C,individual,1*thr_DASH_L_c,abcd,1*acald_c+1*gly_c,cd+ab
central02,THRA2i,,TRUE,C,C,individual,1*acald_c+1*gly_c,cd+ab,1*thr_DASH_L_c,abcd
central02,THRD_L,,TRUE,C,C,individual,1*thr_DASH_L_c,abcd,1*2obut_c,abcd
central02,TKT1,,TRUE,C,C,individual,1*r5p_c+1*xu5p_DASH_D_c,abcde+fghij,1*g3p_c+1*s7p_c,hij+fgabcde
central02,TKT1_reverse,,TRUE,C,C,individual,1*g3p_c+1*s7p_c,hij+fgabcde,1*r5p_c+1*xu5p_DASH_D_c,abcde+fghij
central02,TKT2,,TRUE,C,C,individual,1*e4p_c+1*xu5p_DASH_D_c,abcd+efghi,1*f6p_c+1*g3p_c,efabcd+ghi
central02,TKT2_reverse,,TRUE,C,C,individual,1*f6p_c+1*g3p_c,efabcd+ghi,1*e4p_c+1*xu5p_DASH_D_c,abcd+efghi
central02,TPI,,TRUE,C,C,individual,1*dhap_c,abc,1*g3p_c,cba
central02,TPI_reverse,,TRUE,C,C,individual,1*g3p_c,cba,1*dhap_c,abc
central02,TRPAS2,,TRUE,C,C,individual,1*trp_DASH_L_c,abcdefghijk,1*indole_c+1*pyr_c,kdefghij+abc
central02,TRPAS2_reverse,,TRUE,C,C,individual,1*indole_c+1*pyr_c,kdefghij+abc,1*trp_DASH_L_c,abcdefghijk
central02,TRPS1,,TRUE,C,C,individual,1*3ig3p_c+1*ser_DASH_L_c,abcdefghijk+lmn,1*g3p_c+1*trp_DASH_L_c,cba+lmndefghijk
central02,TRPS2,,TRUE,C,C,individual,1*indole_c+1*ser_DASH_L_c,abcdefgh+ijk,1*trp_DASH_L_c,ijkbcdefgha
central02,TRPS3,,TRUE,C,C,individual,1*3ig3p_c,abcdefghijk,1*g3p_c+1*indole_c,cba+kdefghij
central02,TRSARr,,TRUE,C,C,individual,1*2h3oppan_c,abc,1*glyc_DASH_R_c,abc
central02,TYRTA,,TRUE,C,C,individual,1*akg_c+1*tyr_DASH_L_c,abcde+fghijklmn,0.5*34hpp_c+0.5*34hpp_c+1*glu_DASH_L_c,fghijklmn+fghinmlkj+abcde
central02,TYRTA_reverse,,TRUE,C,C,individual,0.5*34hpp_c+0.5*34hpp_c+1*glu_DASH_L_c,fghijklmn+fghinmlkj+abcde,1*akg_c+1*tyr_DASH_L_c,abcde+fghijklmn
central02,UMPK,,TRUE,C,C,modified,1*atp_c+1*ump_c,abcdefghij+klmnopqrs,1*adp_c+1*udp_c,abcdefghij+klmnopqrs
central02,UMPK_Full,,FALSE,C,C,modified,1*atp_c+1*ump_c,abcdefghij+klmnopqrs,1*adp_c+1*udp_c,abcdefghij+klmnopqrs
central02,ASPCT,,TRUE,C,C,added UMPSYN_aerobic,1*cbp_c+1*asp_DASH_L_c,a+bcde,1*cbasp_c,cdeab
central02,DHORD2,,TRUE,C,C,added UMPSYN_aerobic,1*dhorS_c,abcde,1*orot_c,abcde
central02,DHORTS,,TRUE,C,C,added UMPSYN_aerobic,1*cbasp_c,abcde,1*dhorS_c,abcde
central02,OMPDC,,TRUE,C,C,added UMPSYN_aerobic,1*orot5p_c,abcdefghij,1*ump_c+1*co2_c,abcdefghi+j
central02,ORPT,,TRUE,C,C,added UMPSYN_aerobic,1*orot_c+1*prpp_c,abcde+fghijfghijabcde,1*orot5p_c,
central02,UMPSYN_aerobic,"[ASPCT,DHORTS,DHORD2,ORPT,OMPDC]",TRUE,C,C,combo,1*cbp_c+1*prpp_c+1*asp_DASH_L_c,a+bcdef+ghij,1*ump_c+1*co2_c+,bcdefahij+g
central02,ASPCT,,TRUE,C,C,added UMPSYN_anaerobic,1*cbp_c+1*asp_DASH_L_c,a+bcde,1*cbasp_c,cdeab
central02,DHORD5,,TRUE,C,C,added UMPSYN_anaerobic,1*dhorS_c,abcde,1*orot_c,abcde
central02,DHORTS,,TRUE,C,C,added UMPSYN_anaerobic,1*cbasp_c,abcde,1*dhorS_c,abcde
central02,OMPDC,,TRUE,C,C,added UMPSYN_anaerobic,1*orot5p_c,abcdefghij,1*ump_c+1*co2_c,abcdefghi+j
central02,ORPT,,TRUE,C,C,added UMPSYN_anaerobic,1*orot_c+1*prpp_c,abcde+fghijfghijabcde,1*orot5p_c,
central02,UMPSYN_anaerobic,"[ASPCT,DHORTS,DHORD5,ORPT,OMPDC]",TRUE,C,C,combo,1*cbp_c+1*prpp_c+1*asp_DASH_L_c,a+bcdef+ghij,1*ump_c+1*co2_c+,bcdefahij+g
central02,VALTA,,TRUE,C,C,individual,1*akg_c+1*val_DASH_L_c,abcde+fghij,1*3mob_c+1*glu_DASH_L_c,fghij+abcde
central02,VALTA_reverse,,TRUE,C,C,individual,1*3mob_c+1*glu_DASH_L_c,fghij+abcde,1*akg_c+1*val_DASH_L_c,abcde+fghij
central02,Htex,,TRUE,C,C,individual,,,,
,,,,C,C,,,,,
