rxn_id_old,rxn_id,rxn_description,include,notes,ctrack,mapping
,TGBPA_reverse,,FALSE,not included; growth on galactitol,,
,ACGAMK,,,individual,,
,ADNCYC,adenylate cyclase,,individual,1 xatp_c > 1 xcamp_c,#abcdefghij > #abcdefghij
,AMPN,AMP nucleosidase,,individual,1 xamp_c > 1 xade_c 1 xr5p_c ,#abcdefghij > #abcde #fghij
,ADNK1,adenosine kinase,,individual,1 xadn_c 1 xatp_c > 1 xadp_c 1 xamp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,ASPT,L-aspartase,,individual,1 xasp_DASH_L_c > 1 xfum_c,"#abcd > #abcd,#abcd > #dcba"
,CBMKr,Carbamate kinase,,individual,1 xco2_c > 1 xcbp_c ,#a > #a
,CITL,Citrate lyase,,individual,1 xcit_c > 1 xac_c 1 xoaa_c ,"#abcdef > #ab #fcde,#abcdef > #ed #fdba"
,CMPN,CMP nucleosidase,,individual,1 xcmp_c > 1 xcsn_c 1 xr5p_c ,#abcdefghi > #fghi #abcde
,CYTDK2,cytidine kinase (GTP),,individual,1 xcytd_c 1 xgtp_c > 1 xcmp_c 1 xgdp_c ,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs
,CYTK2,cytidylate kinase (dCMP),,individual,1 xatp_c 1 xdcmp_c > 1 xadp_c 1 xdcdp_c ,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",,individual,1 xs17bp_c > 1 xdhap_c 1 xe4p_c ,#abcdefg > #abc #defg
,FTHFLi,formate-tetrahydrofolate ligase,,individual,1 xfor_c > 1 x10fthf_c,#a > #a
,G6PP,glucose-6-phosphate phosphatase,,individual,1 xg6p_c > 1 xglc_DASH_D_c ,#abcdef > #abcdef
,GLCP2,glycogen phosphorylase,,individual,,
,GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",,individual,,
,GLCtexi,D-glucose transport via diffusion (extracellular to periplasm) irreversible,,individual,1 xglc_DASH_D_e > 1 xglc_DASH_D_p ,#abcdef > #abcdef
,GLDBRAN2,glycogen debranching enzyme (bglycogen -> glycogen),,individual,,
,GLUt4pp,Na+/glutamate symport (periplasm),,individual,1 xglu_DASH_L_p > 1 xglu_DASH_L_c,#abcdef > #abcdef
,GLYCK2,glycerate kinase,,individual,1 xglyc_DASH_R_c > 1 x2pg_c,#abc > #abc
,GMPR,GMP reductase,,individual,1 xgmp_c > 1 ximp_c,#abcdefghij > #abcdefghij
,GSNK,guanosine kinase,,individual,1 xatp_c 1 xgsn_c > 1 xadp_c 1 xgmp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,GUACYC,guanylate cyclase,,individual,1 xgtp_c > 1 x35cgmp_c ,#abcdefghij > #abcdefghij
,HCYSMT,homocysteine S-methyltransferase,,individual,1 xhcys_DASH_L_c > 1 xmet_DASH_L_c ,#abcde > #abcde
,INSH,Inosine hydrolase,,individual,1 xins_c > 1 xhxan_c 1 xrib_DASH_D_c ,#abcdefghij > #abcde #fghij
,INSK,insosine kinase,,individual,1 xatp_c 1 xins_c > 1 xadp_c 1 ximp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,LCARR,"lacaldehyde reductase (R-propane-1,2-diol forming)",,individual,1 xlald_DASH_D_c > 1 x12ppd_DASH_R_c,#abc > #abc
,LCARR_reverse,,,individual,1 x12ppd_DASH_R_c > 1 xlald_DASH_D_c,#abc > #abc
,LSERDHr,L-serine dehydrogenase,,individual,1 xser_DASH_L_c >,#abc >
,LSERDHr_reverse,,,individual,,
,METOX1s,methionine oxidation (spontaneous),,individual,1 xmet_DASH_L_c >,#abcde >
,METOX2s,methionine oxidation 2 (spontaneous),,individual,1 xmet_DASH_L_c >,#abcde >
,MOX,malate oxidase,,individual,1 xmal_DASH_L_c > 1 xoaa_c ,#abcd > #abcd
,NTD1,5'-nucleotidase (dUMP),,individual,1 xdump_c > 1 xduri_c ,#abcdefghi > #abcdefghi 
,NTD10,5'-nucleotidase (XMP),,individual,1 xxmp_c > 1 xxtsn_c ,#abcdefghij > #abcdefghij
,NTD11,5'-nucleotidase (IMP),,individual,1 ximp_c > 1 xins_c ,#abcdefghij > #abcdefghij
,NTD12,5'-nucleotidase (dIMP),,individual,1 xdimp_c > 1 xdin_c ,#abcdefghij > #abcdefghij
,NTD2,5'-nucleotidase (UMP),,individual,1 xump_c > 1 xuri_c ,#abcdefghi > #abcdefghi 
,NTD3,5'-nucleotidase (dCMP),,individual,1 xdcmp_c > 1 xdcyt_c ,#abcdefghi > #abcdefghi 
,NTD4,5'-nucleotidase (CMP),,individual,1 xcmp_c > 1 xcytd_c ,#abcdefghi > #abcdefghi 
,NTD5,5'-nucleotidase (dTMP),,individual,1 xdtmp_c > 1 xthymd_c ,#abcdefghij > #abcdefghij
,NTD6,5'-nucleotidase (dAMP),,individual,1 xdamp_c >,#abcdefghij >
,NTD7,5'-nucleotidase (AMP),,individual,1 xamp_c > 1 xadn_c ,#abcdefghi > #abcdefghi 
,NTD8,5'-nucleotidase (dGMP),,individual,1 xdgmp_c > 1 xdgsn_c ,#abcdefghij > #abcdefghij
,NTD9,5'-nucleotidase (GMP),,individual,1 xgmp_c > 1 xgsn_c ,#abcdefghij > #abcdefghij
,NTP1,nucleoside-triphosphatase (ATP),,individual,1 xatp_c > 1 xadp_c ,#abcdefghij > #abcdefghij
,NTP10,nucleoside-triphosphatase (ITP),,individual,1 xitp_c > 1 xidp_c ,#abcdefghij > #abcdefghij
,NTP11,nucleoside-triphosphatase (dITP),,individual,1 xditp_c > 1 xdidp_c ,#abcdefghij > #abcdefghij
,NTP12,nucleoside-triphosphatase (XTP),,individual,1 xxtp_c > 1 xxdp_c ,#abcdefghij > #abcdefghij
,NTP3,nucleoside-triphosphatase (GTP),,individual,1 xgtp_c > 1 xgdp_c ,#abcdefghij > #abcdefghij
,NTP5,nucleoside-triphosphatase (CTP),,individual,1 xctp_c > 1 xcdp_c ,#abcdefghi > #abcdefghi 
,NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),,individual,1 xdgtp_c > 1 xdgmp_c ,#abcdefghij > #abcdefghij
,NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),,individual,1 xditp_c > 1 xdimp_c ,#abcdefghij > #abcdefghij
,NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),,individual,1 xxtp_c > 1 xxmp_c ,#abcdefghij > #abcdefghij
,NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),,individual,1 xgtp_c > 1 xgmp_c ,#abcdefghij > #abcdefghij
,NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),,individual,1 xdctp_c > 1 xdcmp_c ,#abcdefghi > #abcdefghi 
,NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),,individual,1 xctp_c > 1 xcmp_c ,#abcdefghi > #abcdefghi 
,NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),,individual,1 xdatp_c > 1 xdamp_c ,#abcdefghij > #abcdefghij
,NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),,individual,1 xdttp_c > 1 xdtmp_c ,#abcdefghij > #abcdefghij
,NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),,individual,1 xutp_c > 1 xump_c ,#abcdefghi > #abcdefghi 
,NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),,individual,1 xitp_c > 1 ximp_c ,#abcdefghij > #abcdefghij
,NTPTP1,Nucleoside triphosphate tripolyhydrolase,,individual,1 xdgtp_c > 1 xdgsn_c ,#abcdefghij > #abcdefghij
,NTPTP2,Nucleoside triphosphate tripolyhydrolase,,individual,1 xgtp_c > 1 xgsn_c ,#abcdefghij > #abcdefghij
,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",,individual,1 xcamp_c > 1 xamp_c ,#abcdefghij > #abcdefghij
,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",,individual,1 x35cgmp_c > 1 xgmp_c ,#abcdefghij > #abcdefghij
,PFK_3,phosphofructokinase (s7p),,individual,1 xs7p_c > 1 xs17bp_c ,#abcdefg > #abcdefg
,POR5,pyruvate synthase,,individual,1 xpyr_c > 1 xaccoa_c 1 xco2_c,#abc > #bc #a
,POR5_reverse,,,individual,1 xaccoa_c 1 xco2_c > 1 xpyr_c,#ab #c > #cab
,RNDR1,ribonucleoside-diphosphate reductase (ADP),,individual,1 xadp_c > 1 xdadp_c,#abcdefghij > #abcdefghij
,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),,individual,1 xadp_c > 1 xdadp_c,#abcdefghij > #abcdefghij
,RNDR2,ribonucleoside-diphosphate reductase (GDP),,individual,1 xgdp_c > 1 xdgdp_c ,#abcdefghij > #abcdefghij
,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),,individual,1 xgdp_c > 1 xdgdp_c,#abcdefghij > #abcdefghij
,RNDR3,ribonucleoside-diphosphate reductase (CDP),,individual,1 xcdp_c > 1 xdcdp_c ,#abcdefghij > #abcdefghij
,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),,individual,1 xcdp_c > 1 xdcdp_c,#abcdefghij > #abcdefghij
,RNDR4,ribonucleoside-diphosphate reductase (UDP),,individual,1 xudp_c > 1 xdudp_c ,#abcdefghi > #abcdefghi 
,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),,individual,1 xudp_c > 1 xdudp_c,#abcdefghi > #abcdefghi 
,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),,individual,1 xatp_c > 1 xdatp_c,#abcdefghij > #abcdefghij
,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),,individual,1 xgtp_c  > 1 xdgtp_c,#abcdefghij > #abcdefghij
,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),,individual,1 xctp_c > 1 xdctp_c,#abcdefghi > #abcdefghi 
,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),,individual,1 xutp_c > 1 xdutp_c,#abcdefghi > #abcdefghi 
,ASTPathway,"['AST','SADH','SGDS','SGSAD','SOTA']",,individual,1 xarg_DASH_L_c 1 xakg_c 1 xsuccoa_c > 1 xsucc_c 1 xglu_DASH_L_c 1 xglu_DASH_L_c 1 xco2_c,"#abcdef #ghijkl #mnop > #mnop #ghijkl #abcde #f,#abcdef #ghijkl #mnop > #ponm #ghijkl #abcde #f"
,AST,Arginine succinyltransferase,,individual,,
,SADH,Succinylarginine dihydrolase,,individual,,
,SGDS,Succinylglutamate desuccinylase,,individual,,
,SGSAD,Succinylglutamic semialdehyde dehydrogenase,,individual,,
,SOTA,Succinylornithine transaminase,,individual,,
,TMDK1,thymidine kinase (ATP:thymidine),,individual,1 xatp_c 1 xthymd_c > 1 xadp_c 1 xdtmp_c ,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,URIK2,uridine kinase (GTP:Uridine),,individual,1 xgtp_c 1 xuri_c > 1 xgdp_c 1 xump_c ,#abcdefghij #klmnopqrs > #abcdefghij #klmnopqrs
,VPAMTr,Valine-pyruvate aminotransferase,,individual,1 x3mob_c 1 xala_DASH_L_c > 1 xpyr_c 1 xval_DASH_L_c ,#abcde #fgh > #fgh #abcde
,VPAMTr_reverse,,,individual,1 xpyr_c 1 xval_DASH_L_c > 1 x3mob_c 1 xala_DASH_L_c ,#abc #defgh > #defgh #abc
,XTSNH,Xanthosine hydrolase,,individual,1 xxtsn_c > 1 xrib_DASH_D_c 1 xxan_c ,#abcdefghij > #abcde #fghij
,EX_glc_LPAREN_e_RPAREN__reverse,,,individual,> 1 xglc_DASH_D_e,> #abcdef
,ADK1_reverse,,,individual,1 xadp_c 1 xadp_c > 1 xamp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,ADK3_reverse,,,individual,1 xgdp_c 1 xadp_c > 1 xgtp_c 1 xamp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,ADK4_reverse,,,individual,1 xidp_c 1 xadp_c > 1 xamp_c 1 xitp_c,#abcdefghij #klmnopqrst > #klmnopqrst #abcdefghij
,ATPS4rpp_reverse,,,individual,1 xatp_c > 1 xadp_c,#abcdefghij > #abcdefghij
,CYTK1_reverse,,,individual,1 xcdp_c 1 xadp_c > 1 xatp_c 1 xcmp_c,#abcdefghi #jklmnopqrs > #jklmnopqrs #abcdefghi
,CYTK2_reverse,,,individual,1 xadp_c 1 xdcdp_c > 1 xdcmp_c 1 xatp_c,#abcdefghij #klmnopqrs > #klmnopqrs #abcdefghij
,DTMPK_reverse,,,individual,1 xdtdp_c 1 xadp_c > 1 xdtmp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,FBA3_reverse,,,individual,1 xe4p_c 1 xdhap_c > 1 xs17bp_c,#abcd #efg > #gfeabcd
,GARFT_reverse,,,individual,1 xfgam_c > 1 xgar_c 1 x10fthf_c,#abcdefgh > #abcdefg #h
,GK1_reverse,,,individual,1 xgdp_c 1 xadp_c > 1 xgmp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,GLUt2rpp_reverse,,,individual,1 xglu_DASH_L_c > 1 xglu_DASH_L_p,#abcde > #abcde
,NDPK1_reverse,,,individual,1 xgtp_c 1 xadp_c > 1 xgdp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,NDPK2_reverse,,,individual,1 xutp_c 1 xadp_c > 1 xudp_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs
,NDPK3_reverse,,,individual,1 xctp_c 1 xadp_c > 1 xcdp_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs
,NDPK4_reverse,,,individual,1 xdttp_c 1 xadp_c > 1 xdtdp_c 1 xatp_c,#abcdefghij #klmnopqrst > #abcdefghij #klmnopqrst
,UMPK_reverse,,,individual,1 xudp_c 1 xadp_c > 1 xump_c 1 xatp_c,#abcdefghi #jklmnopqrs > #abcdefghi #jklmnopqrs
