"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
345,247,,"D-Fructose 1,6-bisphosphate-UC13",-42.6,-10,-21.8,-12.1,,1,"-",,,"C6H13O12P2-","","C6H10O8P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp-UC13",5000000,1,"fdp.fdp_1.Heavy",t,,"","",,,"quantification"
459,325,,"Folate-UC13",-52,-10,-30,-19.5,,1,"-",,,"C19H18N7O6-","","C14H13N7O2-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol-UC13",5000000,1,"fol.fol_1.Heavy",t,,"","",,,"quantification"
88,42,,"L-Alanine",-11.2,-10,-19.2,-17,,2,"-",1,110000,"C3H6NO2-","","C2H4N-","","ala-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ala-L",5000,1,"ala-L.ala-L_2.Light",t,f,"","",88.03985344,,"quantification"
119,74,,"Fumarate-UC13",-80.2,-3,-13,-4,,1,"-",,,"C4H3O4-","","C3H3O2-","","fum","","Da","Da","Da","count","volts","volts","volts","volts","volts","fum-UC13",5000000,1,"fum.fum_1.Heavy",t,,"","",,,"quantification"
259.002,79,,"D-Glucose 1-phosphate",-53.8,-10,-63.9,-9.12,,2,"-",,,"C6H12O9P-","","O3P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"g1p.g1p_2.Light",t,f,"","",259.0218935,,"quantification"
259.002,241,,"D-Glucose 1-phosphate",-62.1,-10,-17.7,-14.2,,1,"-",,,"C6H12O9P-","","C6H10O8P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p",5000,1,"g1p.g1p_1.Light",t,t,"","",259.0218935,,"quantification"
265.002,247,,"D-Glucose 1-phosphate-UC13",-62.1,-10,-17.7,-14.2,,1,"-",,,"C6H12O9P-","","C6H10O8P-","","g1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g1p-UC13",5000000,1,"g1p.g1p_1.Heavy",t,,"","",,,"quantification"
169.001,79,,"Glyceraldehyde 3-phosphate",-35,-11,-38,-9,,2,"-",,,"C3H6O6P-","","O3P-","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",5000,1,"g3p.g3p_2.Light",t,f,"","",168.9901994,,"quantification"
169.001,97,,"Glyceraldehyde 3-phosphate",-36,-11,-15,-5.8,,1,"-",,,"C3H6O6P-","","H2O4P-","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p",5000,1,"g3p.g3p_1.Light",t,t,"","",168.9901994,,"quantification"
172.001,97,,"Glyceraldehyde 3-phosphate-UC13",-36,-11,-15,-5.8,,1,"-",,,"C3H6O6P-","","H2O4P-","","g3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g3p-UC13",5000000,1,"g3p.g3p_1.Heavy",t,,"","",,,"quantification"
265,79,,"D-Glucose 6-phosphate-UC13",-52.8,-10,-69.8,-9.2,,1,"-",,,"C6H12O9P-","","O3P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p-UC13",5000000,1,"g6p.g6p_2.Heavy",t,,"","",,,"quantification"
265,203,,"D-Glucose 6-phosphate-UC13",-58,-10,-15.7,-12,,1,"-",,,"C6H12O9P-","","C4H8O7P-","","g6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","g6p-UC13",5000000,1,"g6p.g6p_1.Heavy",t,,"","",,,"quantification"
115,59,,"Fumarate",-25.9,-6,-15,-8.7,,2,"-",2,9000,"C4H3O4-","","","","fum","","Da","Da","Da","count","volts","volts","volts","volts","volts","fum",5000,1,"fum.fum_2.Light",f,f,"{t,t,t,t}","",115.0031336,,"quantification"
115,71,,"Fumarate",-80.2,-3,-13,-4,,1,"-",1,126000,"C4H3O4-","Luo 2007 / Beuscher 2010","C3H3O2-","Loss of CO2","fum","","Da","Da","Da","count","volts","volts","volts","volts","volts","fum",100000,1,"fum.fum_1.Light",t,t,"{t,t,t,t}","{f,t,t,t}",115.0031336,,"quantification"
264,79,,"D-Glucosamine 6-phosphate-UC13",-54.3,-10,-63,-9.2,,1,"-",,,"C6H13NO8P-","","O3P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p-UC13",5000000,1,"gam6p.gam6p_1.Heavy",t,,"","",,,"quantification"
264,97,,"D-Glucosamine 6-phosphate-UC13",-53.9,-10,-23.4,-5.4,,2,"-",,,"C6H13NO8P-","","H2O4P-","","gam6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p-UC13",5000000,1,"gam6p.gam6p_2.Heavy",f,,"","",,,"quantification"
452,79,,"GDP-UC13",-35.4,-10,-75.9,-13.4,,1,"-",,,"C10H14N5O11P2-","","O3P-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp-UC13",5000000,1,"gdp.gdp_1.Heavy",t,,"","",,,"quantification"
452,159,,"GDP-UC13",-24.8,-10,-36.6,-11.4,,3,"-",,,"C10H14N5O11P2-","","HO6P2-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp-UC13",5000000,1,"gdp.gdp_3.Heavy",f,,"","",,,"quantification"
452,354,,"GDP-UC13",-33.4,-10,-26.7,-18.8,,2,"-",,,"C10H14N5O11P2-","","C10H11N5O7P-","","gdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gdp-UC13",5000000,1,"gdp.gdp_2.Heavy",f,,"","",,,"quantification"
145.001,101,,"L-Glutamine",-20.2,-10,-14.3,-6.8,,2,"-",,,"C5H9N2O3-","","C4H9N2O-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"gln-L.gln-L_2.Light",t,f,"{t,t,t,t,t}","{f,t,t,t,t}",145.0613172,,"quantification"
145.001,127,,"L-Glutamine",-19.9,-10,-13.3,-17.7,,1,"-",,,"C5H9N2O3-","","C5H7N2O2-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L",5000,1,"gln-L.gln-L_1.Light",t,t,"{t,t,t,t,t}","{t,t,t,t,t}",145.0613172,,"quantification"
185,79,,"Pool_2pg_3pg",-35.8,-10,-50,-9.05,,2,"-",,,"C3H6O7P-","Luo 2007","O3P-","","Pool_2pg_3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","Pool_2pg_3pg",10000,1,"Pool_2pg_3pg.Pool_2pg_3pg_2.Light",t,f,"{t,t,t}","{f,f,f}",,,"quantification"
150,132,,"L-Glutamine-UC13",-19.9,-10,-13.3,-17.7,,1,"-",,,"C5H9N2O3-","","C5H7N2O2-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L-UC13",5000000,1,"gln-L.gln-L_1.Heavy",t,,"","",,,"quantification"
611,272,,"Oxidized glutathione",-41.9,-10,-39.2,-16,,2,"-",2,220000,"C20H31N6O12S2-","","C10H14N3O6-","","gthox","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthox",5000,1,"gthox.gthox_2.Light",t,f,"","",611.1441369,,"quantification"
611,306,,"Oxidized glutathione",-30,-10,-33.1,-10.1,,1,"-",1,600000,"C20H31N6O12S2-","","C10H16N3O6S-","","gthox","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthox",5000,1,"gthox.gthox_1.Light",t,t,"","",611.1441369,,"quantification"
150.001,105,,"L-Glutamine-UC13",-20.2,-10,-14.3,-6.8,,2,"-",,,"C5H9N2O3-","","C4H9N2O-","","gln-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","gln-L-UC13",5000000,1,"gln-L.gln-L_2.Heavy",f,,"","",,,"quantification"
151,106,,"L-Glutamate-UC13",-70.3,-10,-20,-7.4,,2,"-",,,"C5H8NO4-","","C4H8NO2-","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L-UC13",5000000,1,"glu-L.glu-L_2.Heavy",f,,"","",,,"quantification"
151,133,,"L-Glutamate-UC13",-62.8,-10,-14.1,-8.6,,1,"-",,,"C5H8NO4-","","C5H6NO3-","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L-UC13",5000000,1,"glu-L.glu-L_1.Heavy",t,,"","",,,"quantification"
134,89,,"Glutaconate-UC13",-37.9,-10,-11.3,-4.6,,1,"-",,,"C5H5O4-","","C4H5O2-","","glutacon","","Da","Da","Da","count","volts","volts","volts","volts","volts","glutacon-UC13",5000000,1,"glutacon.glutacon_1.Heavy",t,,"","",,,"quantification"
75,46,,"Glyoxylate-UC13",-140,-10,-12,-7,,1,"-",,,"C2HO3-","","CHO2-","","glx","","Da","Da","Da","count","volts","volts","volts","volts","volts","glx-UC13",5000000,1,"glx.glx_1.Heavy",t,,"{t,t}","{t,f}",,,"quantification"
174,63,,"Glycerol 3-phosphate-UC13",-54.1,-10,-94.4,-7.1,,2,"-",,,"C3H8O6P-","","O2P","","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p-UC13",5000000,1,"glyc3p.glyc3p_2.Heavy",f,,"","",,,"quantification"
174,79,,"Glycerol 3-phosphate-UC13",-38.3,-10,-29.9,-9.4,,1,"-",,,"C3H8O6P-","","O3P-","","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p-UC13",5000000,1,"glyc3p.glyc3p_1.Heavy",t,,"","",,,"quantification"
77,46,,"Glycolate-UC13",-56,-4,-15,-5,,2,"-",,,"C2H3O3-","","CHO2-","","glyclt","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyclt-UC13",5000000,1,"glyclt.glyclt_2.Heavy",f,,"","",,,"quantification"
77,48,,"Glycolate-UC13",-63,-6.2,-14,-4.5,,1,"-",,,"C2H3O3-","","CH3O2-","","glyclt","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyclt-UC13",5000000,1,"glyclt.glyclt_1.Heavy",t,,"","",,,"quantification"
275,79,,"6-Phospho-D-gluconate",-38,-10,-66.1,-9,,3,"-",1,650000,"C6H12O10P-","Beuscher 2010","O3P-","","6pgc","","Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc",5000,1,"6pgc.6pgc_3.Light",f,f,"{t,t,t,t,t,t}","{f,f,f,f,f,f}",275.0168081,,"quantification"
73,45,,"Glyoxylate",-140,-10,-12,-7,,1,"-",1,,"C2HO3-","Beuscher 2010","CHO2-","","glx","","Da","Da","Da","count","volts","volts","volts","volts","volts","glx",5000,1,"glx.glx_1.Light",t,t,"{t,t}","{t,f}",72.9925689,,"quantification"
146,102,,"L-Glutamate",-70.3,-10,-20,-7.4,,2,"-",2,27000,"C5H8NO4-","","C4H8NO2-","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"glu-L.glu-L_2.Light",t,f,"{t,t,t,t,t}","{t,t,t,t,f}",146.0453328,,"quantification"
146,128,,"L-Glutamate",-62.8,-10,-14.1,-8.6,,1,"-",1,46000,"C5H8NO4-","Bennette 2010","C5H6NO3-","","glu-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","glu-L",5000,1,"glu-L.glu-L_1.Light",t,t,"{t,t,t,t,t}","{t,t,t,t,t}",146.0453328,,"quantification"
129,85,,"Glutaconate",-37.9,-10,-11.3,-4.6,,1,"-",1,68000,"C5H5O4-","","C4H5O2-","","glutacon","C02214","Da","Da","Da","count","volts","volts","volts","volts","volts","glutacon",180000,1,"glutacon.glutacon_1.Light",t,t,"","",129.0187836,,"quantification"
171,63,,"Glycerol 3-phosphate",-54.1,-10,-94.4,-7.1,,2,"-",2,75000,"C3H8O6P-","","O2P","?","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p",5000,1,"glyc3p.glyc3p_2.Light",t,f,"{t,t,t}","{f,f,f}",171.0058495,,"quantification"
171,79,,"Glycerol 3-phosphate",-38.3,-10,-29.9,-9.4,,1,"-",1,480000,"C3H8O6P-","Bajad 2006","O3P-","","glyc3p","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyc3p",5000,1,"glyc3p.glyc3p_1.Light",t,t,"{t,t,t}","{f,f,f}",171.0058495,,"quantification"
75,45,,"Glycolate",-56,-4,-15,-5,,2,"-",2,800,"C2H3O3-","Beuscher 2010","CHO2-","","glyclt","","Da","Da","Da","count","volts","volts","volts","volts","volts","glyclt",5000,1,"glyclt.glyclt_2.Light",t,f,"{t,t}","{t,f}",75.00821896,,"quantification"
372,79,,"GMP-UC13",-26.2,-10,-77.9,-10.9,,1,"-",,,"C10H13N5O8P-","","O3P-","","gmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gmp-UC13",5000000,1,"gmp.gmp_1.Heavy",t,,"","",,,"quantification"
372,97,,"GMP-UC13",-40.2,-10,-42.1,-4.9,,2,"-",,,"C10H13N5O8P-","","H2O4P-","","gmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","gmp-UC13",5000000,1,"gmp.gmp_2.Heavy",f,,"","",,,"quantification"
282,133,,"Guanosine",-110,-10,-42,-9,,2,"-",,,"C10H12N5O5-","","C5HN4O-","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"gsn.gsn_2.Light",t,f,"","",282.0838435,,"quantification"
282,150,,"Guanosine",-110,-10,-26,-9,,1,"-",,,"C10H12N5O5-","","C5H4N5O-","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn",5000,1,"gsn.gsn_1.Light",t,t,"","",282.0838435,,"quantification"
292,138,,"Guanosine-UC13",-110,-10,-42,-9,,2,"-",,,"C10H12N5O5-","","C5HN4O-","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn-UC13",5000000,1,"gsn.gsn_2.Heavy",f,,"","",,,"quantification"
292,155,,"Guanosine-UC13",-110,-10,-26,-9,,1,"-",,,"C10H12N5O5-","","C5H4N5O-","","gsn","","Da","Da","Da","count","volts","volts","volts","volts","volts","gsn-UC13",5000000,1,"gsn.gsn_1.Heavy",t,,"","",,,"quantification"
631,282,,"Oxidized glutathione-UC13",-41.9,-10,-39.2,-16,,2,"-",,,"C20H31N6O12S2-","","C10H14N3O6-","","gthox","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthox-UC13",5000000,1,"gthox.gthox_2.Heavy",f,,"","",,,"quantification"
631,316,,"Oxidized glutathione-UC13",-30,-10,-33.1,-10.1,,1,"-",,,"C20H31N6O12S2-","","C10H16N3O6S-","","gthox","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthox-UC13",5000000,1,"gthox.gthox_1.Heavy",t,,"","",,,"quantification"
344,150,,"3',5'-Cyclic GMP",-24,-11,-34,-9.4,,1,"-",1,630000,"C10H11N5O7P-","Bajad 2006 / Luo 2007 / Beuscher 2010","C5H4N5O-","[Guanine-H]-","35cgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp",5000,1,"35cgmp.35cgmp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",344.0396092,,"quantification"
344,79,,"3',5'-Cyclic GMP",-42,-9,-78,-9,,2,"-",2,340000,"C10H11N5O7P-","","O3P-","","35cgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp",5000,1,"35cgmp.35cgmp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",344.0396092,,"quantification"
265,177,,"3-Phospho-D-glyceroyl phosphate",-47.1,-10,-23.17,-9.71,,2,"-",,440000,"C3H7O10P2-","","H3O7P2-","ppi","23dpg","","Da","Da","Da","count","volts","volts","volts","volts","volts","23dpg",5000,1,"23dpg.23dpg_2.Light",t,f,"{t,t,t}","{f,f,f}",264.9514445,,"quantification"
179,59,,"Hexose_Pool_fru_glc-D",-36.2,-10,-23.1,-5.8,,1,"-",,,"C6H11O6-","Beuscher 2010","C2H3O2-","","Hexose_Pool_fru_glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","Hexose_Pool_fru_glc-D",20000,1,"Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_1.Light",t,t,"{t,t,t,t,t,t}","",,,"quantification"
185,97,,"Pool_2pg_3pg",-34.1,-10,-20.9,-5.8,,1,"-",,,"C3H6O7P-","Bajad 2006","H2O4P-","","Pool_2pg_3pg","","Da","Da","Da","count","volts","volts","volts","volts","volts","Pool_2pg_3pg",30000,1,"Pool_2pg_3pg.Pool_2pg_3pg_1.Light",t,t,"{t,t,t}","{f,f,f}",,,"quantification"
316,148,,"Reduced glutathione-UC13",-43.6,-10,-24.9,-8.6,,1,"-",,,"C10H16N3O6S-","","C5H7N2O3-","","gthrd","","Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd-UC13",5000000,1,"gthrd.gthrd_1.Heavy",t,,"","",,,"quantification"
149.916,133,,"Guanine",-135,-10,-20,-13,,1,"-",,,"C5H4N5O-","","C5HN4O-","","gua","","Da","Da","Da","count","volts","volts","volts","volts","volts","gua",5000,1,"gua.gua_1.Light",t,t,"","",150.0415848,,"quantification"
155,138,,"Guanine-UC13",-135,-10,-20,-13,,1,"-",,,"C5H4N5O-","","C5HN4O-","","gua","","Da","Da","Da","count","volts","volts","volts","volts","volts","gua-UC13",5000000,1,"gua.gua_1.Heavy",t,,"","",,,"quantification"
160,98,,"L-Histidine-UC13",-57.6,-10,-22.8,-9,,2,"-",,,"C6H8N3O2-","","C5H5N2-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L-UC13",5000000,1,"his-L.his-L_2.Heavy",f,,"","",,,"quantification"
160,143,,"L-Histidine-UC13",-56.7,-10,-18.8,-14.8,,1,"-",,,"C6H8N3O2-","","C6H5N2O2-","","his-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","his-L-UC13",5000000,1,"his-L.his-L_1.Heavy",t,,"","",,,"quantification"
140,68,,"Hypoxanthine-UC13",-62,-6,-20,-4,,2,"-",,,"C5H3N4O-","","C3HN2+","","hxan","","Da","Da","Da","count","volts","volts","volts","volts","volts","hxan-UC13",5000000,1,"hxan.hxan_2.Heavy",f,,"","",,,"quantification"
140,96,,"Hypoxanthine-UC13",-62,-6,-22,-4,,1,"-",,,"C5H3N4O-","","C4H2N3+","","hxan","","Da","Da","Da","count","volts","volts","volts","volts","volts","hxan-UC13",5000000,1,"hxan.hxan_1.Heavy",t,,"","",,,"quantification"
191.001,73,,"Isocitrate",-44,-10,-29.4,-8.4,,2,"-",,,"C6H7O7-","","C3H5O2-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",10000,1,"icit.icit_2.Light",t,f,"","",191.0191776,,"quantification"
191.001,111,,"Pool_cit_icit",-47.7,-10,-19.1,-6.8,,1,"-",,,"C6H7O7-","","C5H3O3-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit",10000,1,"icit.icit_1.Light",t,t,"","",191.0191776,,"quantification"
588,79,,"ADPglucose",-16.3,-10,-110.65,-7.21,,2,"-",,1500000,"C16H24N5O15P2-","","O3P-","","adpglc","","Da","Da","Da","count","volts","volts","volts","volts","volts","adpglc",5000,1,"adpglc.adpglc_2.Light",t,f,"","",588.0744131,,"quantification"
808,79,,"Acetyl-CoA",-18.1,-10,-136.9,-9.7,,1,"-",1,10000,"C23H37N7O17P3S-","Luo 2007","O3P-","","accoa","","Da","Da","Da","count","volts","volts","volts","volts","volts","accoa",5000,1,"accoa.accoa_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f}",808.117948,,"quantification"
139,79,,"Acetyl phosphate",-147,-10,-30.8,-9.2,,2,"-",1,140000,"C2H4O5P-","Bajad 2006","O3P-","","actp","","Da","Da","Da","count","volts","volts","volts","volts","volts","actp",5000,1,"actp.actp_2.Light",t,f,"{t,t}","{f,f}",138.9796347,,"quantification"
426,79,,"ADP",-23.7,-10,-92,-12,,2,"-",1,110000,"C10H14N5O10P2-","Luo 2007","O3P-","","adp","","Da","Da","Da","count","volts","volts","volts","volts","volts","adp",5000,1,"adp.adp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",426.0215897,,"quantification"
426,134,,"ADP",-22.4,-10,-31.7,-6.3,,1,"-",2,39000,"C10H14N5O10P2-","Bajad 2006","C5H4N5-","","adp","","Da","Da","Da","count","volts","volts","volts","volts","volts","adp",5000,1,"adp.adp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",426.0215897,,"quantification"
88,45,,"L-Alanine",-14.2,-10,-19.9,-14,,1,"-",2,35000,"C3H6NO2-","","CHO2-","","ala-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ala-L",5000,1,"ala-L.ala-L_1.Light",t,t,"","",88.03985344,,"quantification"
173,155,,"L-Arginine",-99.3,-10,-18.4,-8.3,,2,"-",2,690000,"C6H13N4O2-","","C6H11N4O-","","arg-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L",5000,1,"arg-L.arg-L_2.Light",f,f,"","",173.1038507,,"quantification"
197,76,,"Isocitrate-UC13",-44,-10,-29.4,-8.4,,1,"-",,,"C6H7O7-","","C3H5O2-","","icit","","Da","Da","Da","count","volts","volts","volts","volts","volts","icit-UC13",5000000,1,"icit.icit_1.Heavy",t,,"","",,,"quantification"
357,79,,"IMP-UC13",-24.4,-10,-81.9,-9.2,,3,"-",,,"C10H12N4O8P-","","O3P-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp-UC13",5000000,1,"imp.imp_3.Heavy",f,,"","",,,"quantification"
357,97,,"IMP-UC13",-29.4,-10,-26.8,-11.1,,2,"-",,,"C10H12N4O8P-","","H2O4P-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp-UC13",5000000,1,"imp.imp_2.Heavy",f,,"","",,,"quantification"
357,140,,"IMP-UC13",-37.9,-10,-41.6,-7.2,,1,"-",,,"C10H12N4O8P-","","C5H3N4O-","","imp","","Da","Da","Da","count","volts","volts","volts","volts","volts","imp-UC13",5000000,1,"imp.imp_1.Heavy",t,,"","",,,"quantification"
267,108,,"Inosine",-20,-10,-52,-13,,2,"-",,,"C10H11N4O5-","","C4H12O3","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins",5000,1,"ins.ins_2.Light",t,f,"","",267.0729445,,"quantification"
267,135,,"Inosine",-20,-10,-30,-11,,1,"-",,,"C10H11N4O5-","","C5H3N4O-","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins",5000,1,"ins.ins_1.Light",t,t,"","",267.0729445,,"quantification"
277,112,,"Inosine-UC13",-20,-10,-52,-13,,2,"-",,,"C10H11N4O5-","","C4H12O3","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins-UC13",5000000,1,"ins.ins_2.Heavy",f,,"","",,,"quantification"
277,140,,"Inosine-UC13",-20,-10,-30,-11,,1,"-",,,"C10H11N4O5-","","C5H3N4O-","","ins","","Da","Da","Da","count","volts","volts","volts","volts","volts","ins-UC13",5000000,1,"ins.ins_1.Heavy",t,,"","",,,"quantification"
322.2,79,,"CMP",-20,-10,-71.9,-7.1,,3,"-",1,400000,"C9H13N3O8P-","","O3P-","","cmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","cmp",5000,1,"cmp.cmp_3.Light",f,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",322.0440259,,"quantification"
322.2,97,,"CMP",-46.1,-10,-27.7,-8,,1,"-",2,140000,"C9H13N3O8P-","","H2O4P-","","cmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","cmp",5000,1,"cmp.cmp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",322.0440259,,"quantification"
174,131,,"L-Citrulline",-76.4,-10,-19.1,-6.4,,1,"-",1,170000,"C6H12N3O3-","Bajad 2006 / Buescher 2010","C5H11N2O2-","","citr-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","citr-L",5000,1,"citr-L.citr-L_1.Light",t,t,"{t,t,t,t,t,t}","{t,t,t,t,t,f}",174.0878663,,"quantification"
174,156,,"L-Citrulline",-88.8,-10,-18.9,-10.3,,2,"-",2,69000,"C6H12N3O3-","","C6H10N3O2-","","citr-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","citr-L",5000,1,"citr-L.citr-L_2.Light",f,f,"{t,t,t,t,t,t}","{t,t,t,t,t,t}",174.0878663,,"quantification"
330,134,,"dAMP",-39.2,-10,-39,-7.4,,2,"-",2,180000,"C10H13N5O6P-","Beuscher 2010","C5H4N5","Adenine","damp","","Da","Da","Da","count","volts","volts","volts","volts","volts","damp",5000,1,"damp.damp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}",330.0603447,,"quantification"
517,79,,"ITP-UC13",-46,-10,-106,-9.1,,2,"-",,,"C10H14N4O14P3-","","O3P-","","itp","","Da","Da","Da","count","volts","volts","volts","volts","volts","itp-UC13",5000000,1,"itp.itp_2.Heavy",f,,"","",,,"quantification"
517,419,,"ITP-UC13",-47,-10,-29.7,-12.4,,1,"-",,,"C10H14N4O14P3-","","C10H11N4O10P2-","","itp","","Da","Da","Da","count","volts","volts","volts","volts","volts","itp-UC13",5000000,1,"itp.itp_1.Heavy",t,,"","",,,"quantification"
92,45,,"L-Lactate-UC13",-53.9,-10,-16,-5.3,,1,"-",,,"C3H5O3-","","C2H3O-","","lac-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","lac-L-UC13",5000000,1,"lac-L.lac-L_1.Heavy",t,,"","",,,"quantification"
92,46,,"L-Lactate-UC13",-48.2,-10,-14.1,-5.1,,2,"-",,,"C3H5O3-","","CHO2-","","lac-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","lac-L-UC13",5000000,1,"lac-L.lac-L_2.Heavy",f,,"","",,,"quantification"
245,123,,"L-Cystine-UC13",-59.7,-10,-17,-14.8,,1,"-",,,"C6H11N2O4S2-","","C3H6NO2S-","","Lcystin","","Da","Da","Da","count","volts","volts","volts","volts","volts","Lcystin-UC13",5000000,1,"Lcystin.Lcystin_1.Heavy",t,,"","",,,"quantification"
386,79,,"dCDP",-20,-10,-78.9,-9.2,,2,"-",1,450000,"C9H14N3O10P2-","","O3P-","","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp",5000,1,"dcdp.dcdp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",386.0154417,,"quantification"
386,113,,"dCDP",-57.8,-10,-25.9,-6.4,,3,"-",3,110000,"C9H14N3O10P2-","","C5H5O3-","Loss of Cytosine and Ppi","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp",5000,1,"dcdp.dcdp_3.Light",f,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}",386.0154417,,"quantification"
386,159,,"dCDP",-34.3,-10,-30.8,-10.6,,1,"-",2,160000,"C9H14N3O10P2-","Bajad 2006","HO6P2-","","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp",5000,1,"dcdp.dcdp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",386.0154417,,"quantification"
