"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype"
179,134,,"cis-Aconitate-UC13",-20.5,-8.3,-11.5,-12,,1,"-",,,"C6H5O6-","","C5H5O4-","","acon-C","","Da","Da","Da","count","volts","volts","volts","volts","volts","acon-C-UC13",5000000,1,"acon-C.acon-C_1.Heavy",t,,"","",,,"quantification"
588,346,,"ADPglucose",-15.66,-10,-35.45,-14.26,,1,"-",,1400000,"C16H24N5O15P2-","","C10H13N5O7P-","AMP","adpglc","","Da","Da","Da","count","volts","volts","volts","volts","volts","adpglc",5000,1,"adpglc.adpglc_1.Light",t,t,"","",588.0744131,,"quantification"
141,63,,"Acetyl phosphate-UC13",-12.4,-10,-75.8,-7.2,,1,"-",,,"C2H4O5P-","","O2P","","actp","","Da","Da","Da","count","volts","volts","volts","volts","volts","actp-UC13",5000000,1,"actp.actp_1.Heavy",t,,"","",,,"quantification"
141,79,,"Acetyl phosphate-UC13",-147,-10,-30.8,-9.2,,2,"-",,,"C2H4O5P-","","O3P-","","actp","","Da","Da","Da","count","volts","volts","volts","volts","volts","actp-UC13",5000000,1,"actp.actp_2.Heavy",f,,"","",,,"quantification"
139,111,,"Adenine-UC13",-90,-10,-24,-13,,1,"-",,,"C5H4N5-","","C4H3N4-","","ade","","Da","Da","Da","count","volts","volts","volts","volts","volts","ade-UC13",5000000,1,"ade.ade_1.Heavy",t,,"","",,,"quantification"
265.889,134,,"Adenosine",-115,-10,-30,-17,,1,"-",,,"C10H12N5O4-","","C5H4N5+","","adn","","Da","Da","Da","count","volts","volts","volts","volts","volts","adn",5000,1,"adn.adn_1.Light",t,t,"","",266.0889289,,"quantification"
276,139,,"Adenosine-UC13",-115,-10,-30,-17,,1,"-",,,"C10H12N5O4-","","C5H4N5+","","adn","","Da","Da","Da","count","volts","volts","volts","volts","volts","adn-UC13",5000000,1,"adn.adn_1.Heavy",t,,"","",,,"quantification"
101,57,,"acetoacetate",-38.4,-10,-14.7,-6.7,,1,"-",1,77000,"C4H5O3-","","C2HO2-","C3H5O- is in equal abundance to C2HO2- (1:1 fragmentation)","acac","","Da","Da","Da","count","volts","volts","volts","volts","volts","acac",60000,1,"acac.acac_1.Light",f,t,"","",101.023869,,"quantification"
436,79,,"ADP-UC13",-23.7,-10,-92,-12,,2,"-",,,"C10H14N5O10P2-","","O3P-","","adp","","Da","Da","Da","count","volts","volts","volts","volts","volts","adp-UC13",5000000,1,"adp.adp_2.Heavy",f,,"","",,,"quantification"
436,139,,"ADP-UC13",-22.4,-10,-31.7,-6.3,,1,"-",,,"C10H14N5O10P2-","","C5H4N5-","","adp","","Da","Da","Da","count","volts","volts","volts","volts","volts","adp-UC13",5000000,1,"adp.adp_1.Heavy",t,,"","",,,"quantification"
604,79,,"ADPglucose-UC13",-16.3,-10,-110.65,-7.21,,2,"-",,,"C16H24N5O15P2-","","O3P-","","adpglc","","Da","Da","Da","count","volts","volts","volts","volts","volts","adpglc-UC13",5000000,1,"adpglc.adpglc_2.Heavy",f,,"","",,,"quantification"
139,63,,"Acetyl phosphate",-12.4,-10,-75.8,-7.2,,1,"-",3,23000,"C2H4O5P-","","O2P","?","actp","","Da","Da","Da","count","volts","volts","volts","volts","volts","actp",5000,1,"actp.actp_1.Light",t,t,"{t,t}","{f,f}",138.9796347,,"quantification"
604,356,,"ADPglucose-UC13",-15.66,-10,-35.45,-14.26,,1,"-",,,"C16H24N5O15P2-","","C10H13N5O7P-","","adpglc","","Da","Da","Da","count","volts","volts","volts","volts","volts","adpglc-UC13",5000000,1,"adpglc.adpglc_1.Heavy",t,,"","",,,"quantification"
266,129,,"5-Aminoimidazole-4-carboxamide riboside-UC13",-100,-10,-22,-9,,1,"-",,,"C9H13N4O5-","","C4H5N4O-","","AICAr","","Da","Da","Da","count","volts","volts","volts","volts","volts","AICAr-UC13",5000000,1,"AICAr.AICAr_1.Heavy",t,,"","",,,"quantification"
150,105,,"2-Oxoglutarate-UC13",-24,-12,-13.8,-5.93,,1,"-",,,"C5H5O5-","","C4H5O3-","","akg","","Da","Da","Da","count","volts","volts","volts","volts","volts","akg-UC13",5000000,1,"akg.akg_1.Heavy",t,,"","",,,"quantification"
91,44,,"L-Alanine-UC13",-11.2,-10,-19.2,-17,,2,"-",,,"C3H6NO2-","","C2H4N-","","ala-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ala-L-UC13",5000000,1,"ala-L.ala-L_2.Heavy",f,,"","",,,"quantification"
91,46,,"L-Alanine-UC13",-14.2,-10,-19.9,-14,,1,"-",,,"C3H6NO2-","","CHO2-","","ala-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","ala-L-UC13",5000000,1,"ala-L.ala-L_1.Heavy",t,,"","",,,"quantification"
133.91,92,,"Adenine",-90,-10,-26,-11,,2,"-",2,,"C5H4N5-","","C4H2N3","","ade","","Da","Da","Da","count","volts","volts","volts","volts","volts","ade",5000,1,"ade.ade_2.Light",t,f,"","",134.0466702,,"quantification"
265.889,62,,"Adenosine",-30,-10,-38,-7,,2,"-",2,,"C10H12N5O4-","","","","adn","","Da","Da","Da","count","volts","volts","volts","volts","volts","adn",5000,1,"adn.adn_2.Light",f,f,"","",266.0889289,,"quantification"
356,79,,"AMP-UC13",-20,-10,-71.6,-12.9,,2,"-",,,"C10H13N5O7P-","","O3P-","","amp","","Da","Da","Da","count","volts","volts","volts","volts","volts","amp-UC13",5000000,1,"amp.amp_2.Heavy",f,,"","",,,"quantification"
179,136,,"L-Arginine-UC13",-125.3,-10,-19.1,-6.9,,1,"-",,,"C6H13N4O2-","","C5H11N2O2-","","arg-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L-UC13",5000000,1,"arg-L.arg-L_1.Heavy",t,,"","",,,"quantification"
135,99,,"L-Asparagine-UC13",-51,-10,-17.1,-11.3,,2,"-",,,"C4H7N2O3-","","C4H47-temp","","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L-UC13",5000000,1,"asn-L.asn-L_2.Heavy",f,,"","",,,"quantification"
135,118,,"L-Asparagine-UC13",-89.7,-10,-16.1,-7,,1,"-",,,"C4H7N2O3-","","C4H4NO3-","","asn-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L-UC13",5000000,1,"asn-L.asn-L_1.Heavy",t,,"","",,,"quantification"
136,91,,"L-Aspartate-UC13",-40.5,-10,-18.2,-9.2,,1,"-",,,"C4H6NO4-","","C3H6NO2-","","asp-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L-UC13",5000000,1,"asp-L.asp-L_1.Heavy",t,,"","",,,"quantification"
516,159,,"ATP-UC13",-20,-10,-34.2,-10.9,,1,"-",,,"C10H15N5O13P3-","","HO6P2-","","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp-UC13",5000000,1,"atp.atp_1.Heavy",t,,"","",,,"quantification"
516,418,,"ATP-UC13",-25.7,-10,-32.7,-25.7,,2,"-",,,"C10H15N5O13P3-","","C10H12N5O9P2-","","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp-UC13",5000000,1,"atp.atp_2.Heavy",f,,"","",,,"quantification"
253,43,,"Biotin-UC13",-57.7,-10,-55.3,-6.8,,1,"-",,,"C10H15N2O3S-","","CNO-","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn-UC13",5000000,1,"btn.btn_1.Heavy",t,,"","",,,"quantification"
253,209,,"Biotin-UC13",-67.5,-10,-21.6,-12,,2,"-",,,"C10H15N2O3S-","","C9H14NO2S-","","btn","","Da","Da","Da","count","volts","volts","volts","volts","volts","btn-UC13",5000000,1,"btn.btn_2.Heavy",f,,"","",,,"quantification"
506,408,273,"ATP",-133.8,-14,-39,-42,0.24,1,"-",2,4200000,"C10H15N5O13P3-","Coulier 2006","C10H12N5O9P2-","Loss of H3PO4; Loss of adenine","atp","","Da","Da","Da","count","volts","volts","volts","volts","volts","atp",5000,1,"atp.atp_1.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}",505.9879201,,"quantification"
410,159,,"dADP",-24.1,-10,-30.4,-10.6,,2,"-",2,24000,"C10H14N5O9P2-","Beuscher 2010","HO6P2-","","dadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dadp",5000,1,"dadp.dadp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",410.0266751,,"quantification"
330,79,,"dAMP",-41.8,-10,-73.4,-9.1,,1,"-",1,370000,"C10H13N5O6P-","","O3P-","","damp","","Da","Da","Da","count","volts","volts","volts","volts","volts","damp",5000,1,"damp.damp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",330.0603447,,"quantification"
338,79,,"cAMP-UC13",-27,-4,-75,-9.2,,2,"-",,,"C10H11N5O6P-","","O3P-","","camp","","Da","Da","Da","count","volts","volts","volts","volts","volts","camp-UC13",5000000,1,"camp.camp_2.Heavy",f,,"","",,,"quantification"
338,139,,"cAMP-UC13",-50,-7.2,-32.8,-9,,1,"-",,,"C10H11N5O6P-","","C5H4N5-","","camp","","Da","Da","Da","count","volts","volts","volts","volts","volts","camp-UC13",5000000,1,"camp.camp_1.Heavy",t,,"","",,,"quantification"
197,90,,"Citrate-UC13",-74,-5,-27,-5,,1,"-",,,"C6H7O7-","","C3H3O3-","","cit","","Da","Da","Da","count","volts","volts","volts","volts","volts","cit-UC13",5000000,1,"cit.cit_1.Heavy",t,,"","",,,"quantification"
180,136,,"L-Citrulline-UC13",-76.4,-10,-19.1,-6.4,,1,"-",,,"C6H12N3O3-","","C5H11N2O2-","","citr-L","","Da","Da","Da","count","volts","volts","volts","volts","volts","citr-L-UC13",5000000,1,"citr-L.citr-L_1.Heavy",t,,"","",,,"quantification"
328,79,,"cAMP",-27,-4,-75,-9.2,,2,"-",2,325000,"C10H11N5O6P-","","O3P-","Phosphate","camp","","Da","Da","Da","count","volts","volts","volts","volts","volts","camp",5000,1,"camp.camp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",328.0446946,,"quantification"
191,87,,"Citrate",-74,-5,-27,-5,,2,"-",1,180000,"C6H7O7-","Luo 2007","C3H3O3-","Unknown","cit","","Da","Da","Da","count","volts","volts","volts","volts","volts","cit",10000,1,"cit.cit_2.Light",t,f,"{t,t,t,t,t,t}","{t,t,t,f,f,f}",191.0191776,,"quantification"
787,79,,"Coenzyme A-UC13",-20,-10,-141.5,-9.1,,1,"-",,,"C21H35N7O16P3S-","","O3P-","","coa","","Da","Da","Da","count","volts","volts","volts","volts","volts","coa-UC13",5000000,1,"coa.coa_1.Heavy",t,,"","",,,"quantification"
491.001,79,,"CTP-UC13",-34,-10,-130.1,-9.4,,2,"-",,,"C9H15N3O14P3-","","O3P-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp-UC13",5000000,1,"ctp.ctp_2.Heavy",f,,"","",,,"quantification"
491.001,159,,"CTP-UC13",-47.6,-10,-33.9,-21,,1,"-",,,"C9H15N3O14P3-","","HO6P2-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp-UC13",5000000,1,"ctp.ctp_1.Heavy",t,,"","",,,"quantification"
491.002,393,,"CTP-UC13",-25.1,-10,-33.8,-26,,3,"-",,,"C9H15N3O14P3-","","C9H12N3O10P2-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp-UC13",5000000,1,"ctp.ctp_3.Heavy",f,,"","",,,"quantification"
251,113,,"Cytidine-UC13",-100,-4,-16.1,-5.2,,1,"-",,,"C9H12N3O5-","","C4H3N3O-","","cytd","","Da","Da","Da","count","volts","volts","volts","volts","volts","cytd-UC13",5000000,1,"cytd.cytd_1.Heavy",t,,"","",,,"quantification"
420,79,,"dADP-UC13",-54,-10,-85.1,-9,,1,"-",,,"C10H14N5O9P2-","","O3P-","","dadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dadp-UC13",5000000,1,"dadp.dadp_1.Heavy",t,,"","",,,"quantification"
420,159,,"dADP-UC13",-24.1,-10,-30.4,-10.6,,2,"-",,,"C10H14N5O9P2-","","HO6P2-","","dadp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dadp-UC13",5000000,1,"dadp.dadp_2.Heavy",f,,"","",,,"quantification"
340,79,,"dAMP-UC13",-41.8,-10,-73.4,-9.1,,1,"-",,,"C10H13N5O6P-","","O3P-","","damp","","Da","Da","Da","count","volts","volts","volts","volts","volts","damp-UC13",5000000,1,"damp.damp_1.Heavy",t,,"","",,,"quantification"
340,139,,"dAMP-UC13",-39.2,-10,-39,-7.4,,2,"-",,,"C10H13N5O6P-","","C5H4N5","","damp","","Da","Da","Da","count","volts","volts","volts","volts","volts","damp-UC13",5000000,1,"damp.damp_2.Heavy",f,,"","",,,"quantification"
241.977,174,,"Cytidine",-80,-8,-16.1,-5.2,,2,"-",2,,"C9H12N3O5-","","","","cytd","","Da","Da","Da","count","volts","volts","volts","volts","volts","cytd",5000,1,"cytd.cytd_2.Light",f,f,"","",242.0776955,,"quantification"
766,79,,"Coenzyme A",-20,-10,-141.5,-9.1,,1,"-",1,30000,"C21H35N7O16P3S-","Bennette 2011","O3P-","","coa","","Da","Da","Da","count","volts","volts","volts","volts","volts","coa",5000,1,"coa.coa_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f}",766.1073833,,"quantification"
482,79,,"CTP",-34,-10,-130.1,-9.4,,2,"-",1,260000,"C9H15N3O14P3-","","O3P-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp",5000,1,"ctp.ctp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",481.9766867,,"quantification"
482,159,,"CTP",-47.6,-10,-33.9,-21,,1,"-",2,220000,"C9H15N3O14P3-","Bajad 2006","HO6P2-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp",5000,1,"ctp.ctp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}",481.9766867,,"quantification"
482,384,,"CTP",-25.1,-10,-33.8,-26,,3,"-",3,92000,"C9H15N3O14P3-","","C9H12N3O10P2-","","ctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ctp",5000,1,"ctp.ctp_3.Light",f,f,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}",481.9766867,,"quantification"
500,79,,"dATP-UC13",-40.2,-10,-94,-9.2,,2,"-",,,"C10H15N5O12P3-","","O3P-","","datp","","Da","Da","Da","count","volts","volts","volts","volts","volts","datp-UC13",5000000,1,"datp.datp_2.Heavy",f,,"","",,,"quantification"
500,159,,"dATP-UC13",-25.5,-10,-34.3,-9.2,,1,"-",,,"C10H15N5O12P3-","","HO6P2-","","datp","","Da","Da","Da","count","volts","volts","volts","volts","volts","datp-UC13",5000000,1,"datp.datp_1.Heavy",t,,"","",,,"quantification"
179,89,,"Hexose_Pool_fru_glc-D",-37.4,-10,-12.9,-6.7,,2,"-",,,"C6H11O6-","","C3H5O3-","","Hexose_Pool_fru_glc-D","","Da","Da","Da","count","volts","volts","volts","volts","volts","Hexose_Pool_fru_glc-D",5000,1,"Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_2.Light",t,f,"{t,t,t,t,t,t}","",,,"quantification"
395,79,,"dCDP-UC13",-20,-10,-78.9,-9.2,,2,"-",,,"C9H14N3O10P2-","","O3P-","","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp-UC13",5000000,1,"dcdp.dcdp_2.Heavy",f,,"","",,,"quantification"
481,159,,"dTTP",-28,-10,-34.8,-8.9,,3,"-",2,1600000,"C10H16N2O14P3-","Bajad 2006","HO6P2-","","dttp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dttp",5000,1,"dttp.dttp_3.Light",f,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",480.9814378,,"quantification"
395,118,,"dCDP-UC13",-57.8,-10,-25.9,-6.4,,3,"-",,,"C9H14N3O10P2-","","C5H5O3-","","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp-UC13",5000000,1,"dcdp.dcdp_3.Heavy",f,,"","",,,"quantification"
395,159,,"dCDP-UC13",-34.3,-10,-30.8,-10.6,,1,"-",,,"C9H14N3O10P2-","","HO6P2-","","dcdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcdp-UC13",5000000,1,"dcdp.dcdp_1.Heavy",t,,"","",,,"quantification"
315,79,,"dCMP-UC13",-48,-10,-77.2,-9.1,,2,"-",,,"C9H13N3O7P-","","O3P-","","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp-UC13",5000000,1,"dcmp.dcmp_2.Heavy",f,,"","",,,"quantification"
315,200,,"dCMP-UC13",-49.4,-10,-23.4,-12.9,,1,"-",,,"C9H13N3O7P-","","C5H8O6P-","","dcmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp-UC13",5000000,1,"dcmp.dcmp_1.Heavy",t,,"","",,,"quantification"
475,79,,"dCTP-UC13",-45.9,-10,-110,-9.1,,1,"-",,,"C9H15N3O13P3-","","O3P-","","dctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dctp-UC13",5000000,1,"dctp.dctp_1.Heavy",t,,"","",,,"quantification"
4475,377,,"dCTP-UC13",-40,-10,-34.6,-7,,2,"-",,,"C9H15N3O13P3-","","C9H12N3O9P2-","","dctp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dctp-UC13",5000000,1,"dctp.dctp_2.Heavy",f,,"","",,,"quantification"
426.001,79,,"dGDP",-42.4,-10,-86,-8.9,,2,"-",1,55000,"C10H14N5O10P2-","","O3P-","","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp",5000,1,"dgdp.dgdp_2.Light",t,f,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}",426.0215897,,"quantification"
345,79,,"D-Fructose 1,6-bisphosphate-UC13",-37.8,-10,-73.6,-6.5,,2,"-",,,"C6H13O12P2-","","O3P-","","fdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","fdp-UC13",5000000,1,"fdp.fdp_2.Heavy",f,,"","",,,"quantification"
426.001,275,,"dGDP",-35,-10,-27.7,-14.1,,1,"-",2,3000,"C10H14N5O10P2-","Coulier 2006 / Beuscher 2010","C5H9O9P2-","Coulier 2006 / Beuscher 2010","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp",5000,1,"dgdp.dgdp_1.Light",t,t,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f,f}",426.0215897,,"quantification"
436,280,,"dGDP-UC13",-35,-10,-27.7,-14.1,,1,"-",,,"C10H14N5O10P2-","","C5H9O9P2-","","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp-UC13",5000000,1,"dgdp.dgdp_1.Heavy",t,,"","",,,"quantification"
436.001,79,,"dGDP-UC13",-42.4,-10,-86,-8.9,,2,"-",,,"C10H14N5O10P2-","","O3P-","","dgdp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgdp-UC13",5000000,1,"dgdp.dgdp_2.Heavy",f,,"","",,,"quantification"
356,138,,"dGMP-UC13",-53.7,-10,-58.7,-3.9,,1,"-",,,"C10H13N5O7P-","","C5H9O4","","dgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp-UC13",5000000,1,"dgmp.dgmp_1.Heavy",t,,"","",,,"quantification"
356.001,79,,"dGMP-UC13",-22,-10,-76.9,-9.1,,2,"-",,,"C10H13N5O7P-","","O3P-","","dgmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dgmp-UC13",5000000,1,"dgmp.dgmp_2.Heavy",f,,"","",,,"quantification"
172,79,,"Dihydroxyacetone phosphate-UC13",-35,-11,-38,-9,,2,"-",,,"C3H6O6P-","","O3P-","","dhap","","Da","Da","Da","count","volts","volts","volts","volts","volts","dhap-UC13",5000000,1,"dhap.dhap_2.Heavy",f,,"","",,,"quantification"
172,97,,"Dihydroxyacetone phosphate-UC13",-36,-11,-15,-5.8,,1,"-",,,"C3H6O6P-","","H2O4P-","","dhap","","Da","Da","Da","count","volts","volts","volts","volts","volts","dhap-UC13",5000000,1,"dhap.dhap_1.Heavy",t,,"","",,,"quantification"
341,79,,"dIMP-UC13",-20,-10,-65,-9,,2,"-",,,"C10H12N4O7P-","","O3P-","","dimp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dimp-UC13",5000000,1,"dimp.dimp_2.Heavy",f,,"","",,,"quantification"
341,140,,"dIMP-UC13",-29.9,-10,-30.9,-7.1,,1,"-",,,"C10H12N4O7P-","","C5H3N4O-","","dimp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dimp-UC13",5000000,1,"dimp.dimp_1.Heavy",t,,"","",,,"quantification"
321,125,,"dTMP",-47.3,-10,-30.1,-6.5,,3,"-",,,"C10H14N2O8P-","","C5H5N2O2","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"dtmp.dtmp_3.Light",f,f,"","",321.0487769,,"quantification"
321,195,,"dTMP",-47.5,-10,-23.6,-12.9,,1,"-",,,"C10H14N2O8P-","","C5H8O6P-","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp",5000,1,"dtmp.dtmp_1.Light",t,t,"","",321.0487769,,"quantification"
341,200,,"dIMP-UC13",-47.7,-10,-22.9,-11.9,,3,"-",,,"C10H12N4O7P-","","C5H8O6P-","","dimp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dimp-UC13",5000000,1,"dimp.dimp_3.Heavy",f,,"","",,,"quantification"
501,79,,"dITP-UC13",-24.1,-10,-104,-9.1,,1,"-",,,"C10H14N4O13P3-","","O3P-","","ditp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ditp-UC13",5000000,1,"ditp.ditp_1.Heavy",t,,"","",,,"quantification"
501,159,,"dITP-UC13",-35.5,-10,-38.8,-8.4,,3,"-",,,"C10H14N4O13P3-","","HO6P2-","","ditp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ditp-UC13",5000000,1,"ditp.ditp_3.Heavy",f,,"","",,,"quantification"
331.002,79,,"dTMP-UC13",-45.1,-10,-70.2,-9,,2,"-",,,"C10H14N2O8P-","","O3P-","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp-UC13",5000000,1,"dtmp.dtmp_2.Heavy",f,,"","",,,"quantification"
331.002,130,,"dTMP-UC13",-47.3,-10,-30.1,-6.5,,3,"-",,,"C10H14N2O8P-","","C5H5N2O2","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp-UC13",5000000,1,"dtmp.dtmp_3.Heavy",f,,"","",,,"quantification"
331.002,200,,"dTMP-UC13",-47.5,-10,-23.6,-12.9,,1,"-",,,"C10H14N2O8P-","","C5H8O6P-","","dtmp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dtmp-UC13",5000000,1,"dtmp.dtmp_1.Heavy",t,,"","",,,"quantification"
501,403,,"dITP-UC13",-28,-10,-32.2,-13.9,,2,"-",,,"C10H14N4O13P3-","","C10H11N4O9P2-","","ditp","","Da","Da","Da","count","volts","volts","volts","volts","volts","ditp-UC13",5000000,1,"ditp.ditp_2.Heavy",f,,"","",,,"quantification"
316,79,,"dUMP-UC13",-40.5,-10,-78,-9.1,,1,"-",,,"C9H12N2O8P-","","O3P-","","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump-UC13",5000000,1,"dump.dump_1.Heavy",t,,"","",,,"quantification"
316,200,,"dUMP-UC13",-52.5,-10,-22.7,-12.9,,2,"-",,,"C9H12N2O8P-","","C5H8O6P-","","dump","","Da","Da","Da","count","volts","volts","volts","volts","volts","dump-UC13",5000000,1,"dump.dump_2.Heavy",f,,"","",,,"quantification"
476,159,,"dUTP-UC13",-31.7,-10,-104.3,-9.9,,1,"-",,,"C9H14N2O14P3-","","HO6P2-","","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp-UC13",5000000,1,"dutp.dutp_1.Heavy",t,,"","",,,"quantification"
476,182,,"dUTP-UC13",-26,-10,-68.9,-9.3,,2,"-",,,"C9H14N2O14P3-","","C5H6O5P-","","dutp","","Da","Da","Da","count","volts","volts","volts","volts","volts","dutp-UC13",5000000,1,"dutp.dutp_2.Heavy",f,,"","",,,"quantification"
259.003,169,,"D-Fructose 1-phosphate",-49.9,-10,-14.5,-9.4,,3,"-",,,"C6H12O9P-","","C3H6O6P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p",5000,1,"f1p.f1p_3.Light",f,f,"","",259.0218935,,"quantification"
265.003,79,,"D-Fructose 1-phosphate-UC13",-44,-10,-70,-9.2,,1,"-",,,"C6H12O9P-","","O3P-","","f1p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f1p-UC13",5000000,1,"f1p.f1p_1.Heavy",t,,"","",,,"quantification"
259.001,79,,"D-Fructose 6-phosphate",-45.7,-10,-66.3,-9.7,,2,"-",,,"C6H12O9P-","","O3P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"f6p.f6p_2.Light",t,f,"","",259.0218935,,"quantification"
259.001,169,,"D-Fructose 6-phosphate",-36.4,-10,-16,-9.7,,1,"-",,,"C6H12O9P-","","C3H6O6P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p",5000,1,"f6p.f6p_1.Light",t,t,"","",259.0218935,,"quantification"
265.001,172,,"D-Fructose 6-phosphate-UC13",-36.4,-10,-16,-9.7,,1,"-",,,"C6H12O9P-","","C3H6O6P-","","f6p","","Da","Da","Da","count","volts","volts","volts","volts","volts","f6p-UC13",5000000,1,"f6p.f6p_1.Heavy",t,,"","",,,"quantification"
811,79,,"FAD-UC13",-20,-10,-128.2,-9,,2,"-",,,"C27H32N9O15P2-","","O3P-","","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad-UC13",5000000,1,"fad.fad_2.Heavy",f,,"","",,,"quantification"
811,454,,"FAD-UC13",-20,-10,-41.3,-9,,1,"-",,,"C27H32N9O15P2-","","C17H18N4O8P-","","fad","","Da","Da","Da","count","volts","volts","volts","volts","volts","fad-UC13",5000000,1,"fad.fad_1.Heavy",t,,"","",,,"quantification"
440,175,,"Folate",-88,-10,-48.7,-12.1,,2,"-",,,"C19H18N7O6-","","C7H5N5O-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"fol.fol_2.Light",t,f,"","",440.1318563,,"quantification"
440,311,,"Folate",-52,-10,-30,-19.5,,1,"-",,,"C19H18N7O6-","","C14H13N7O2-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol",5000,1,"fol.fol_1.Light",t,t,"","",440.1318563,,"quantification"
459,182,,"Folate-UC13",-88,-10,-48.7,-12.1,,2,"-",,,"C19H18N7O6-","","C7H5N5O-","","fol","","Da","Da","Da","count","volts","volts","volts","volts","volts","fol-UC13",5000000,1,"fol.fol_2.Heavy",f,,"","",,,"quantification"
