experiment_id,time_point,sample_name_abbreviation,met_id,concentration,concentration_var,concentration_units,concentration_lb,concentration_ub,measured,used_,comment_
ALEWt01,0,OxicEvo09Glc,fe3_p,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,fum_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,H2PO4_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ac_p,,,M,1.00E-15,0.006,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cl_p,,,M,1.00E-15,0.004139817,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mg2_p,,,M,1.00E-15,0.001994416,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cobalt2_p,,,M,1.00E-15,2.52175E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,etoh_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ni2_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,lac_DASH_D_p,,,M,1.00E-15,1.00E-15,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,co2_p,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,for_p,,,M,1.00E-15,0.001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,ca2_p,,,M,1.00E-15,0.000100018,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,zn2_p,,,M,1.00E-15,6.9558E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,pi_p,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,o2_p,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,glc_DASH_D_p,,,M,1.00E-15,0.022202487,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mn2_p,,,M,1.00E-15,5.91646E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,nh4_p,,,M,1.00E-15,0.001869473,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cbl1_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,so4_p,,,M,1.00E-15,0.002123138,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,EDTA_p,,,M,1.00E-15,1.61186E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,cu2_p,,,M,1.00E-15,2.72083E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,k_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,succ_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,mobd_p,,,M,1.00E-15,0.000001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2o_p,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,na1_p,,,M,1.00E-15,0.010467979,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fe2_p,,,M,1.00E-15,0.00001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fe3_p,,,M,1.00E-15,0.000369959,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,fum_p,,,M,1.00E-15,0.0002,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,H2PO4_p,,,M,1.00E-15,0.002204488,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,co2_c,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,pi_c,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,o2_c,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,h2o_c,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,co2_c,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,pi_c,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,o2_c,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2o_c,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,co2_c,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,pi_c,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,o2_c,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2o_c,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,co2_c,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,pi_c,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,o2_c,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2o_c,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,co2_c,,,M,0.0001,0.0001,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,pi_c,,,M,0.004790082,0.004790082,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,o2_c,,,M,8.20E-06,8.20E-06,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2o_c,,,M,55.5,55.5,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,h2_e,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2_e,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2_e,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2_e,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2_e,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,h2_p,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2_p,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2_p,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2_p,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2_p,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo03Glc,h2_c,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo04Glc,h2_c,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo08Glc,h2_c,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicEvo09Glc,h2_c,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
ALEWt01,0,OxicWtGlc,h2_c,,,M,3.40E-05,3.40E-05,TRUE,TRUE,
