id,experiment_id,sample_name,sample_name_abbreviation,sample_type,time_point,dilution,replicate_number,met_id,fragment_formula,fragment_mass,intensity,intensity_units,intensity_corrected,intensity_corrected_units,intensity_normalized,intensity_normalized_units,intensity_theoretical,abs_devFromTheoretical,scan_type,used_,comment_,,
143881,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,506,405809.53,cps,405240.53,cps,0.290393368,normMax,1,0.709606632,MRM,t,,,
143892,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,506,467511.2742,cps,466942.2742,cps,0.295208376,normMax,1,0.704791624,MRM,t,,,
143838,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,507,1251647,cps,1251104.62,cps,0.847317902,normMax,0.133302477,0.714015425,MRM,t,,0.82594258,4.421070554
143849,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,507,1195620,cps,1195077.62,cps,0.858379276,normMax,0.133302477,0.725076799,MRM,t,,,
143860,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,507,1277796.023,cps,1277253.643,cps,0.762290673,normMax,0.133302477,0.628988196,MRM,t,,,
143871,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,507,1264697.454,cps,1264155.074,cps,0.85596855,normMax,0.133302477,0.722666073,MRM,t,,,
143882,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,507,1140039.378,cps,1139496.998,cps,0.816557937,normMax,0.133302477,0.68325546,MRM,t,,,
143893,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,507,1289882.016,cps,1289339.636,cps,0.815141145,normMax,0.133302477,0.681838668,MRM,t,,,
143839,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,508,1478142.38,cps,1476546.898,cps,1,normMax,0.034979644,0.965020356,MRM,t,,1,0
143850,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,508,1393844.402,cps,1392248.92,cps,1,normMax,0.034979644,0.965020356,MRM,t,,,
143861,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,508,1677142.209,cps,1675546.727,cps,1,normMax,0.034979644,0.965020356,MRM,t,,,
143872,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,508,1478466.418,cps,1476870.936,cps,1,normMax,0.034979644,0.965020356,MRM,t,,,
143883,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,508,1397083.721,cps,1395488.239,cps,1,normMax,0.034979644,0.965020356,MRM,t,,,
143894,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,508,1583333.373,cps,1581737.891,cps,1,normMax,0.034979644,0.965020356,MRM,t,,,
143840,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,509,1363029.611,cps,1361853.896,cps,0.922323495,normMax,0.003867423,0.918456073,MRM,t,,0.901968747,2.542078186
143851,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,509,1237149.684,cps,1235973.969,cps,0.887753584,normMax,0.003867423,0.883886162,MRM,t,,,
143862,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,509,1459300.919,cps,1458125.204,cps,0.87023846,normMax,0.003867423,0.866371038,MRM,t,,,
143873,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,509,1356999.037,cps,1355823.322,cps,0.918037784,normMax,0.003867423,0.914170362,MRM,t,,,
143884,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,509,1240363.663,cps,1239187.948,cps,0.887995981,normMax,0.003867423,0.884128559,MRM,t,,,
143895,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,509,1465015.887,cps,1463840.172,cps,0.925463176,normMax,0.003867423,0.921595753,MRM,t,,,
143841,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,510,946572.4725,cps,945352.9725,cps,0.640245815,normMax,0.000557211,0.639688604,MRM,t,,0.691767199,5.24480254
143852,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,510,973246.3189,cps,972026.8189,cps,0.69817028,normMax,0.000557211,0.697613069,MRM,t,,,
143863,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,510,1154985.023,cps,1153765.523,cps,0.688590479,normMax,0.000557211,0.688033268,MRM,t,,,
143874,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,510,1027305.078,cps,1026085.578,cps,0.694769971,normMax,0.000557211,0.69421276,MRM,t,,,
143885,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,510,945574.0639,cps,944354.5639,cps,0.67671983,normMax,0.000557211,0.676162619,MRM,t,,,
143896,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,510,1190855.353,cps,1189635.853,cps,0.752106819,normMax,0.000557211,0.751549607,MRM,t,,,
143842,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,511,683177.3112,cps,682445.8112,cps,0.462190407,normMax,5.22E-05,0.462138217,MRM,t,,0.457680392,7.924211688
143853,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,511,684555.0518,cps,683823.5518,cps,0.491164721,normMax,5.22E-05,0.491112531,MRM,t,,,
143864,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,511,693276.2586,cps,692544.7586,cps,0.413324646,normMax,5.22E-05,0.413272457,MRM,t,,,
143875,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,511,629188.4322,cps,628456.9322,cps,0.425532737,normMax,5.22E-05,0.425480548,MRM,t,,,
143886,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,511,706886.999,cps,706155.499,cps,0.506027553,normMax,5.22E-05,0.505975364,MRM,t,,,
143897,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,511,709100.6133,cps,708369.1133,cps,0.447842286,normMax,5.22E-05,0.447790097,MRM,t,,,
143832,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,512,453987.7571,cps,453500.2571,cps,0.307135695,normMax,5.39E-06,0.307130301,MRM,t,,0.299457107,6.108317347
143843,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,512,429004.0054,cps,428516.5054,cps,0.307787278,normMax,5.39E-06,0.307781884,MRM,t,,,
143854,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,512,448727.8395,cps,448240.3395,cps,0.267518854,normMax,5.39E-06,0.26751346,MRM,t,,,
143865,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,512,475169.2822,cps,474681.7822,cps,0.32141047,normMax,5.39E-06,0.321405077,MRM,t,,,
143876,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,512,409294.0459,cps,408806.5459,cps,0.292948758,normMax,5.39E-06,0.292943364,MRM,t,,,
143887,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,512,474916.4786,cps,474428.9786,cps,0.29994159,normMax,5.39E-06,0.299936197,MRM,t,,,
143833,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,513,248257.7766,cps,247797.675,cps,0.167822421,normMax,4.34E-07,0.167821987,MRM,t,,0.174438437,4.698502784
143844,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,513,245920.7442,cps,245460.6426,cps,0.176305141,normMax,4.34E-07,0.176304708,MRM,t,,,
143855,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,513,278627.6134,cps,278167.5118,cps,0.166015968,normMax,4.34E-07,0.166015534,MRM,t,,,
143866,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,513,249986.6605,cps,249526.5589,cps,0.168956239,normMax,4.34E-07,0.168955805,MRM,t,,,
143877,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,513,260546.5873,cps,260086.4857,cps,0.186376695,normMax,4.34E-07,0.186376261,MRM,t,,,
143888,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,513,286998.4991,cps,286538.3975,cps,0.181154159,normMax,4.34E-07,0.181153725,MRM,t,,,
143834,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,514,122495.0776,cps,122170.0776,cps,0.082740398,normMax,3.42E-08,0.082740364,MRM,t,,0.075285684,8.098149948
143845,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,514,115822.7922,cps,115497.7922,cps,0.082957717,normMax,3.42E-08,0.082957683,MRM,t,,,
143856,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,514,122838.9317,cps,122513.9317,cps,0.07311878,normMax,3.42E-08,0.073118745,MRM,t,,,
143867,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,514,103848.0733,cps,103523.0733,cps,0.070096222,normMax,3.42E-08,0.070096188,MRM,t,,,
143878,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,514,103021.4555,cps,102696.4555,cps,0.073591774,normMax,3.42E-08,0.07359174,MRM,t,,,
143889,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,514,109795.8363,cps,109470.8363,cps,0.069209214,normMax,3.42E-08,0.06920918,MRM,t,,,
143835,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,515,40163,cps,39838,cps,0.026980518,normMax,1.20E-10,0.026980518,MRM,t,,0.027224814,9.38289614
143846,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,515,37561,cps,37236,cps,0.026745217,normMax,1.20E-10,0.026745217,MRM,t,,,
143857,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,515,41572.59587,cps,41247.59587,cps,0.024617395,normMax,1.20E-10,0.024617395,MRM,t,,,
143868,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,515,40589.85657,cps,40264.85657,cps,0.027263626,normMax,1.20E-10,0.027263626,MRM,t,,,
143879,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,515,45040,cps,44715,cps,0.032042549,normMax,1.20E-10,0.032042549,MRM,t,,,
143890,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,515,40975,cps,40650,cps,0.02569958,normMax,1.20E-10,0.02569958,MRM,t,,,
143836,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,atp,C10H15N5O13P3-,516,9498.845866,cps,9173.845866,cps,0.006213041,normMax,,,MRM,t,,0.006888423,12.83942976
143847,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,atp,C10H15N5O13P3-,516,9919,cps,9594,cps,0.006891009,normMax,,,MRM,t,,,
143858,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,atp,C10H15N5O13P3-,516,13540.50193,cps,13215.50193,cps,0.007887277,normMax,,,MRM,t,,,
143869,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,atp,C10H15N5O13P3-,516,8543.744602,cps,8218.744602,cps,0.005564971,normMax,,,MRM,t,,,
143880,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,atp,C10H15N5O13P3-,516,10183.23618,cps,9858.23618,cps,0.007064363,normMax,,,MRM,t,,,
143891,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,atp,C10H15N5O13P3-,516,12520,cps,12195,cps,0.007709874,normMax,,,MRM,t,,,
144648,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-10.0x,OxicWtGlc,Unknown,,10,1,dhap,C3H6O6P-,169,6648.6321,cps,4344.890882,cps,0.572797377,normMax,1,0.427202623,MRM,t,,0.595452001,16.98008147
144652,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-10.0x,OxicWtGlc,Unknown,,10,2,dhap,C3H6O6P-,169,15147.9286,cps,12844.18738,cps,0.718075345,normMax,1,0.281924655,MRM,t,,,
144656,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-10.0x,OxicWtGlc,Unknown,,10,3,dhap,C3H6O6P-,169,13593.06141,cps,11289.32019,cps,0.640606955,normMax,1,0.359393045,MRM,t,,,
144660,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-10.0x,OxicWtGlc,Unknown,,10,4,dhap,C3H6O6P-,169,5610.968078,cps,3307.22686,cps,0.45335948,normMax,1,0.54664052,MRM,t,,,
144664,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-10.0x,OxicWtGlc,Unknown,,10,5,dhap,C3H6O6P-,169,12330.17594,cps,10026.43472,cps,0.512294488,normMax,1,0.487705512,MRM,t,,,
144668,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-10.0x,OxicWtGlc,Unknown,,10,6,dhap,C3H6O6P-,169,13547.17865,cps,11243.43743,cps,0.675578359,normMax,1,0.324421641,MRM,t,,,
144649,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-10.0x,OxicWtGlc,Unknown,,10,1,dhap,C3H6O6P-,170,8413.09205,cps,7585.388925,cps,1,normMax,0.035422818,0.964577182,MRM,t,,1,0
144653,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-10.0x,OxicWtGlc,Unknown,,10,2,dhap,C3H6O6P-,170,18714.66649,cps,17886.96337,cps,1,normMax,0.035422818,0.964577182,MRM,t,,,
144657,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-10.0x,OxicWtGlc,Unknown,,10,3,dhap,C3H6O6P-,170,18450.553,cps,17622.84988,cps,1,normMax,0.035422818,0.964577182,MRM,t,,,
144661,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-10.0x,OxicWtGlc,Unknown,,10,4,dhap,C3H6O6P-,170,8122.635739,cps,7294.932614,cps,1,normMax,0.035422818,0.964577182,MRM,t,,,
144665,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-10.0x,OxicWtGlc,Unknown,,10,5,dhap,C3H6O6P-,170,20399.32639,cps,19571.62327,cps,1,normMax,0.035422818,0.964577182,MRM,t,,,
144669,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-10.0x,OxicWtGlc,Unknown,,10,6,dhap,C3H6O6P-,170,17470.38756,cps,16642.68444,cps,1,normMax,0.035422818,0.964577182,MRM,t,,,
144650,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-10.0x,OxicWtGlc,Unknown,,10,1,dhap,C3H6O6P-,171,1439.785816,cps,,cps,,normMax,0.012781405,,MRM,t,,#DIV/0!,#DIV/0!
144654,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-10.0x,OxicWtGlc,Unknown,,10,2,dhap,C3H6O6P-,171,3080.08984,cps,,cps,,normMax,0.012781405,,MRM,t,,,
144658,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-10.0x,OxicWtGlc,Unknown,,10,3,dhap,C3H6O6P-,171,2063.707821,cps,,cps,,normMax,0.012781405,,MRM,t,,,
144662,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-10.0x,OxicWtGlc,Unknown,,10,4,dhap,C3H6O6P-,171,1682.978456,cps,,cps,,normMax,0.012781405,,MRM,t,,,
144666,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-10.0x,OxicWtGlc,Unknown,,10,5,dhap,C3H6O6P-,171,1343.521757,cps,,cps,,normMax,0.012781405,,MRM,t,,,
144670,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-10.0x,OxicWtGlc,Unknown,,10,6,dhap,C3H6O6P-,171,2577.081231,cps,,cps,,normMax,0.012781405,,MRM,t,,,
144651,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1-10.0x,OxicWtGlc,Unknown,,10,1,dhap,C3H6O6P-,172,3661,cps,3335,cps,0.439661042,normMax,0.000434506,0.439226536,MRM,t,,0.478262158,11.78228199
144655,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2-10.0x,OxicWtGlc,Unknown,,10,2,dhap,C3H6O6P-,172,9168.610417,cps,8842.610417,cps,0.494360627,normMax,0.000434506,0.493926121,MRM,t,,,
144659,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3-10.0x,OxicWtGlc,Unknown,,10,3,dhap,C3H6O6P-,172,8803.561102,cps,8477.561102,cps,0.48105506,normMax,0.000434506,0.480620554,MRM,t,,,
144663,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4-10.0x,OxicWtGlc,Unknown,,10,4,dhap,C3H6O6P-,172,4388.163316,cps,4062.163316,cps,0.556847271,normMax,0.000434506,0.556412765,MRM,t,,,
144667,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5-10.0x,OxicWtGlc,Unknown,,10,5,dhap,C3H6O6P-,172,8019.560555,cps,7693.560555,cps,0.393097724,normMax,0.000434506,0.392663218,MRM,t,,,
144671,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6-10.0x,OxicWtGlc,Unknown,,10,6,dhap,C3H6O6P-,172,8723.086833,cps,8397.086833,cps,0.504551226,normMax,0.000434506,0.50411672,MRM,t,,,
143898,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,#DIV/0!,#DIV/0!
143926,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,,
143954,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,,
143982,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,,
144010,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,,
144038,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,fad,C27H32N9O15P2-,784,,cps,,cps,,normMax,1,,MRM,t,,,
143899,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,#DIV/0!,#DIV/0!
143927,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,,
143955,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,,
143983,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,,
144011,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,,
144039,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,fad,C27H32N9O15P2-,785,,cps,,cps,,normMax,0.334661304,,MRM,t,,,
143900,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,fad,C27H32N9O15P2-,786,9775.159823,cps,9036.974641,cps,0.169115809,normMax,0.085182077,0.083933732,MRM,t,,0.211951279,32.03063347
143928,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,fad,C27H32N9O15P2-,786,16011.24957,cps,15273.06439,cps,0.328626145,normMax,0.085182077,0.243444068,MRM,t,,,
143956,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,fad,C27H32N9O15P2-,786,8363.833157,cps,7625.647975,cps,0.178135758,normMax,0.085182077,0.09295368,MRM,t,,,
143984,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-4,OxicWtGlc,Unknown,,1,4,fad,C27H32N9O15P2-,786,13786.68384,cps,13048.49866,cps,0.261227189,normMax,0.085182077,0.176045111,MRM,t,,,
144012,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-5,OxicWtGlc,Unknown,,1,5,fad,C27H32N9O15P2-,786,10384.23841,cps,9646.053228,cps,0.162937997,normMax,0.085182077,0.077755919,MRM,t,,,
144040,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-6,OxicWtGlc,Unknown,,1,6,fad,C27H32N9O15P2-,786,8456.869797,cps,7718.684615,cps,0.171664777,normMax,0.085182077,0.0864827,MRM,t,,,
143901,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-1,OxicWtGlc,Unknown,,1,1,fad,C27H32N9O15P2-,787,23175.57612,cps,22690.12229,cps,0.42461759,normMax,0.016013114,0.408604476,MRM,t,,0.445379001,15.67328237
143929,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-2,OxicWtGlc,Unknown,,1,2,fad,C27H32N9O15P2-,787,23907,cps,23421.54617,cps,0.503954689,normMax,0.016013114,0.487941575,MRM,t,,,
143957,WTEColi_113C80_U13C20_01,140505_0_OxicWTEcoliGlcM9_Broth-3,OxicWtGlc,Unknown,,1,3,fad,C27H32N9O15P2-,787,18044.05537,cps,17558.60154,cps,0.410170361,normMax,0.016013114,0.394157247,MRM,t,,,
