experiment_id,model_id,mapping_id,sample_name_abbreviation,time_point,flux_units,used_,comment_,rxn_id,rxn_id_INCA,rxn_equation,flux_average,flux_stdev,flux_lb,flux_ub
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,26dap_DASH_MSYN,R1,glu_DASH_L_c + pyr_c + succoa_c + atp_c + asp_DASH_L_c + 2*nadph_c -> 26dap_DASH_M_c + succ_c + akg_c,0.298,0.0026,0.2931,0.303
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTa,R2,cit_c -> icit_c,2.9304,4.1864,2.4672,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTa_reverse,R3,icit_c -> cit_c,1.00E-07,4.1454,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTb,R2,cit_c -> icit_c,2.9304,4.1864,2.4672,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ACONTb_reverse,R3,icit_c -> cit_c,1.00E-07,4.1454,0,Inf
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,AKGDH,R4,akg_c -> nadh_c + succoa_c + co2_c,1.5599,0.4724,1.1057,2.1196
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ALATA_L,R5,glu_DASH_L_c + pyr_c -> akg_c + ala_DASH_L_c,0.4462,0.0038,0.4388,0.4535
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ArgSYN,R6,glu_DASH_L_c + gln_DASH_L_c + co2_c + 5*atp_c + nadph_c + accoa_c + asp_DASH_L_c -> ac_c + arg_DASH_L_c + akg_c + fum_c,0.2569,0.0022,0.2527,0.2612
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ASNN,R7,2*atp_c + asp_DASH_L_c + nh4_c -> asn_DASH_L_c,0.2094,0.0018,0.2059,0.2128
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,ASPTA,R8,glu_DASH_L_c + oaa_c -> akg_c + asp_DASH_L_c,1.6621,0.9393,1.6346,1.8224
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,ATPM,R9,atp_c -> atp_c.ext,55.881,3.8737,50.6702,61.2799
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,CS,R10,oaa_c + accoa_c -> cit_c,2.9304,0.5198,2.4672,3.4026
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,aaSyn,DAPDC,R11,26dap_DASH_M_c -> lys_DASH_L_c + co2_c,0.298,0.0026,0.2931,0.303
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,Ec_Biomass_INCA,R12,0.176*phe_DASH_L_c + 0.443*mlthf_c + 0.34*oaa_c + 0.326*lys_DASH_L_c + 33.25*atp_c + 0.205*ser_DASH_L_c + 0.129*g3p_c + 0.131*tyr_DASH_L_c + 0.051*pep_c + 0.146*met_DASH_L_c + 0.205*g6p_c + 0.087*akg_c + 0.25*glu_DASH_L_c + 0.25*gln_DASH_L_c + 0.754*r5p_c + 0.071*f6p_c + 0.083*pyr_c + 0.582*gly_c + 0.241*thr_DASH_L_c + 0.229*asp_DASH_L_c + 5.363*nadph_c + 0.087*cys_DASH_L_c + 0.619*3pg_c + 0.402*val_DASH_L_c + 0.488*ala_DASH_L_c + 0.276*ile_DASH_L_c + 0.229*asn_DASH_L_c + 0.09*his_DASH_L_c + 0.428*leu_DASH_L_c + 2.51*accoa_c + 0.281*arg_DASH_L_c + 0.21*pro_DASH_L_c + 0.054*trp_DASH_L_c -> 1.455*nadh_c + 39.68*Biomass_c,0.9143,0.0078,0.8991,0.9294
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EDA,R13,2ddg6p_c -> pyr_c + g3p_c,1.00E-07,0.2785,0,0.1164
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split;ko,EDD,R14,6pgc_c -> 2ddg6p_c,1.00E-07,0.2785,0,0.1164
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,split,PYK,R15,pep_c -> pyr_c + atp_c,3.3514,22.4546,2.772,15.988
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_ac_LPAREN_e_RPAREN_,R16,ac_c -> ac_c.ext,8.1397,0.1519,7.8495,8.4301
ALEsKOs01,ecoli_RL2013_02,ecoli_RL2013_02,OxicEvo04Ecoli13CGlc,0,mmol*gDCW-1*hr-1,TRUE,,EX_co2_LPAREN_e_RPAREN_,R17,co2_c -> co2_c.ext,19.8167,0.7737,18.4927,21.1721
